Plot Title: 22224701,,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 22224701, SEN S/N: 22224701)","Temp, °F (LGR S/N: 22224701, SEN S/N: 22224701)",Coupler Attached (LGR S/N: 22224701),Host Connected (LGR S/N: 22224701),Coupler Detached (LGR S/N: 22224701),Stopped (LGR S/N: 22224701),End Of File (LGR S/N: 22224701)
524,5/25/2025 16:35,9.68,57.6,,,,,
525,5/25/2025 16:40,9.67,57.6,,,,,
526,5/25/2025 16:45,9.65,57.6,,,,,
527,5/25/2025 16:50,9.69,57.6,,,,,
528,5/25/2025 16:55,9.69,57.63,,,,,
529,5/25/2025 17:00,9.73,57.7,,,,,
530,5/25/2025 17:05,9.74,57.74,,,,,
531,5/25/2025 17:10,9.75,57.78,,,,,
532,5/25/2025 17:15,9.75,57.81,,,,,
533,5/25/2025 17:20,9.77,57.88,,,,,
534,5/25/2025 17:25,9.76,57.88,,,,,
535,5/25/2025 17:30,9.75,57.92,,,,,
536,5/25/2025 17:35,9.78,57.96,,,,,
537,5/25/2025 17:40,9.77,57.96,,,,,
538,5/25/2025 17:45,9.77,57.99,,,,,
539,5/25/2025 17:50,9.78,58.03,,,,,
540,5/25/2025 17:55,9.8,58.06,,,,,
541,5/25/2025 18:00,9.82,58.06,,,,,
542,5/25/2025 18:05,9.8,58.06,,,,,
543,5/25/2025 18:10,9.78,58.06,,,,,
544,5/25/2025 18:15,9.79,58.06,,,,,
545,5/25/2025 18:20,9.8,58.06,,,,,
546,5/25/2025 18:25,9.78,58.03,,,,,
547,5/25/2025 18:30,9.77,58.03,,,,,
548,5/25/2025 18:35,9.78,58.03,,,,,
549,5/25/2025 18:40,9.81,58.1,,,,,
550,5/25/2025 18:45,9.83,58.14,,,,,
551,5/25/2025 18:50,9.81,58.17,,,,,
552,5/25/2025 18:55,9.82,58.24,,,,,
553,5/25/2025 19:00,9.81,58.28,,,,,
554,5/25/2025 19:05,9.82,58.28,,,,,
555,5/25/2025 19:10,9.81,58.28,,,,,
556,5/25/2025 19:15,9.81,58.28,,,,,
557,5/25/2025 19:20,9.8,58.32,,,,,
558,5/25/2025 19:25,9.8,58.32,,,,,
559,5/25/2025 19:30,9.78,58.32,,,,,
560,5/25/2025 19:35,9.77,58.35,,,,,
561,5/25/2025 19:40,9.77,58.35,,,,,
562,5/25/2025 19:45,9.78,58.39,,,,,
563,5/25/2025 19:50,9.77,58.39,,,,,
564,5/25/2025 19:55,9.78,58.42,,,,,
565,5/25/2025 20:00,9.78,58.42,,,,,
566,5/25/2025 20:05,9.79,58.42,,,,,
567,5/25/2025 20:10,9.78,58.42,,,,,
568,5/25/2025 20:15,9.79,58.46,,,,,
569,5/25/2025 20:20,9.79,58.46,,,,,
570,5/25/2025 20:25,9.76,58.46,,,,,
571,5/25/2025 20:30,9.75,58.5,,,,,
572,5/25/2025 20:35,9.71,58.53,,,,,
573,5/25/2025 20:40,9.69,58.53,,,,,
574,5/25/2025 20:45,9.69,58.57,,,,,
575,5/25/2025 20:50,9.68,58.57,,,,,
576,5/25/2025 20:55,9.68,58.6,,,,,
577,5/25/2025 21:00,9.68,58.6,,,,,
578,5/25/2025 21:05,9.67,58.6,,,,,
579,5/25/2025 21:10,9.67,58.53,,,,,
580,5/25/2025 21:15,9.69,58.57,,,,,
581,5/25/2025 21:20,9.69,58.6,,,,,
582,5/25/2025 21:25,9.68,58.6,,,,,
583,5/25/2025 21:30,9.69,58.64,,,,,
584,5/25/2025 21:35,9.69,58.64,,,,,
585,5/25/2025 21:40,9.71,58.64,,,,,
586,5/25/2025 21:45,9.71,58.68,,,,,
587,5/25/2025 21:50,9.73,58.71,,,,,
588,5/25/2025 21:55,9.74,58.71,,,,,
589,5/25/2025 22:00,9.74,58.75,,,,,
590,5/25/2025 22:05,9.79,58.78,,,,,
591,5/25/2025 22:10,9.78,58.78,,,,,
592,5/25/2025 22:15,9.76,58.78,,,,,
593,5/25/2025 22:20,9.76,58.78,,,,,
594,5/25/2025 22:25,9.76,58.78,,,,,
595,5/25/2025 22:30,9.76,58.78,,,,,
596,5/25/2025 22:35,9.74,58.75,,,,,
597,5/25/2025 22:40,9.75,58.75,,,,,
598,5/25/2025 22:45,9.73,58.71,,,,,
599,5/25/2025 22:50,9.72,58.71,,,,,
600,5/25/2025 22:55,9.72,58.68,,,,,
601,5/25/2025 23:00,9.73,58.68,,,,,
602,5/25/2025 23:05,9.73,58.68,,,,,
603,5/25/2025 23:10,9.73,58.68,,,,,
604,5/25/2025 23:15,9.72,58.68,,,,,
605,5/25/2025 23:20,9.72,58.68,,,,,
606,5/25/2025 23:25,9.72,58.68,,,,,
607,5/25/2025 23:30,9.73,58.68,,,,,
608,5/25/2025 23:35,9.73,58.68,,,,,
609,5/25/2025 23:40,9.73,58.68,,,,,
610,5/25/2025 23:45,9.76,58.68,,,,,
611,5/25/2025 23:50,9.77,58.64,,,,,
612,5/25/2025 23:55,9.78,58.64,,,,,
613,5/26/2025 0:00,9.77,58.64,,,,,
614,5/26/2025 0:05,9.78,58.57,,,,,
615,5/26/2025 0:10,9.77,58.5,,,,,
616,5/26/2025 0:15,9.77,58.46,,,,,
617,5/26/2025 0:20,9.78,58.42,,,,,
618,5/26/2025 0:25,9.79,58.35,,,,,
619,5/26/2025 0:30,9.79,58.32,,,,,
620,5/26/2025 0:35,9.77,58.24,,,,,
621,5/26/2025 0:40,9.77,58.17,,,,,
622,5/26/2025 0:45,9.77,58.14,,,,,
623,5/26/2025 0:50,9.76,58.06,,,,,
624,5/26/2025 0:55,9.76,57.99,,,,,
625,5/26/2025 1:00,9.75,57.99,,,,,
626,5/26/2025 1:05,9.77,57.96,,,,,
627,5/26/2025 1:10,9.74,57.92,,,,,
628,5/26/2025 1:15,9.77,57.92,,,,,
629,5/26/2025 1:20,9.75,57.88,,,,,
630,5/26/2025 1:25,9.74,57.88,,,,,
631,5/26/2025 1:30,9.75,57.88,,,,,
632,5/26/2025 1:35,9.74,57.85,,,,,
633,5/26/2025 1:40,9.75,57.85,,,,,
634,5/26/2025 1:45,9.74,57.85,,,,,
635,5/26/2025 1:50,9.72,57.85,,,,,
636,5/26/2025 1:55,9.73,57.81,,,,,
637,5/26/2025 2:00,9.72,57.81,,,,,
638,5/26/2025 2:05,9.71,57.81,,,,,
639,5/26/2025 2:10,9.72,57.81,,,,,
640,5/26/2025 2:15,9.71,57.81,,,,,
641,5/26/2025 2:20,9.72,57.78,,,,,
642,5/26/2025 2:25,9.72,57.78,,,,,
643,5/26/2025 2:30,9.71,57.78,,,,,
644,5/26/2025 2:35,9.69,57.78,,,,,
645,5/26/2025 2:40,9.7,57.81,,,,,
646,5/26/2025 2:45,9.69,57.81,,,,,
647,5/26/2025 2:50,9.7,57.81,,,,,
648,5/26/2025 2:55,9.69,57.81,,,,,
649,5/26/2025 3:00,9.68,57.78,,,,,
650,5/26/2025 3:05,9.67,57.78,,,,,
651,5/26/2025 3:10,9.67,57.78,,,,,
652,5/26/2025 3:15,9.67,57.78,,,,,
653,5/26/2025 3:20,9.66,57.78,,,,,
654,5/26/2025 3:25,9.66,57.78,,,,,
655,5/26/2025 3:30,9.67,57.74,,,,,
656,5/26/2025 3:35,9.65,57.74,,,,,
657,5/26/2025 3:40,9.65,57.74,,,,,
658,5/26/2025 3:45,9.65,57.74,,,,,
659,5/26/2025 3:50,9.65,57.74,,,,,
660,5/26/2025 3:55,9.64,57.74,,,,,
661,5/26/2025 4:00,9.65,57.74,,,,,
662,5/26/2025 4:05,9.73,57.74,,,,,
663,5/26/2025 4:10,9.73,57.74,,,,,
664,5/26/2025 4:15,9.7,57.7,,,,,
665,5/26/2025 4:20,9.72,57.7,,,,,
666,5/26/2025 4:25,9.72,57.7,,,,,
667,5/26/2025 4:30,9.74,57.7,,,,,
668,5/26/2025 4:35,9.7,57.7,,,,,
669,5/26/2025 4:40,9.72,57.7,,,,,
670,5/26/2025 4:45,9.72,57.7,,,,,
671,5/26/2025 4:50,9.73,57.7,,,,,
672,5/26/2025 4:55,9.72,57.67,,,,,
673,5/26/2025 5:00,9.72,57.67,,,,,
674,5/26/2025 5:05,9.71,57.67,,,,,
675,5/26/2025 5:10,9.69,57.67,,,,,
676,5/26/2025 5:15,9.67,57.63,,,,,
677,5/26/2025 5:20,9.68,57.63,,,,,
678,5/26/2025 5:25,9.66,57.63,,,,,
679,5/26/2025 5:30,9.68,57.63,,,,,
680,5/26/2025 5:35,9.66,57.67,,,,,
681,5/26/2025 5:40,9.68,57.67,,,,,
682,5/26/2025 5:45,9.66,57.67,,,,,
683,5/26/2025 5:50,9.67,57.7,,,,,
684,5/26/2025 5:55,9.64,57.7,,,,,
685,5/26/2025 6:00,9.66,57.7,,,,,
686,5/26/2025 6:05,9.65,57.74,,,,,
687,5/26/2025 6:10,9.65,57.74,,,,,
688,5/26/2025 6:15,9.62,57.78,,,,,
689,5/26/2025 6:20,9.62,57.78,,,,,
690,5/26/2025 6:25,9.61,57.78,,,,,
691,5/26/2025 6:30,9.62,57.81,,,,,
692,5/26/2025 6:35,9.62,57.81,,,,,
693,5/26/2025 6:40,9.61,57.85,,,,,
694,5/26/2025 6:45,9.62,57.85,,,,,
695,5/26/2025 6:50,9.63,57.85,,,,,
696,5/26/2025 6:55,9.64,57.88,,,,,
697,5/26/2025 7:00,9.62,57.92,,,,,
698,5/26/2025 7:05,9.63,57.92,,,,,
699,5/26/2025 7:10,9.62,57.92,,,,,
700,5/26/2025 7:15,9.62,57.92,,,,,
701,5/26/2025 7:20,9.62,57.92,,,,,
702,5/26/2025 7:25,9.63,57.96,,,,,
703,5/26/2025 7:30,9.62,57.96,,,,,
704,5/26/2025 7:35,9.62,57.96,,,,,
705,5/26/2025 7:40,9.62,57.96,,,,,
706,5/26/2025 7:45,9.62,57.99,,,,,
707,5/26/2025 7:50,9.62,57.99,,,,,
708,5/26/2025 7:55,9.61,58.03,,,,,
709,5/26/2025 8:00,9.62,58.06,,,,,
710,5/26/2025 8:05,9.62,58.06,,,,,
711,5/26/2025 8:10,9.61,58.1,,,,,
712,5/26/2025 8:15,9.62,58.14,,,,,
713,5/26/2025 8:20,9.61,58.14,,,,,
714,5/26/2025 8:25,9.59,58.17,,,,,
715,5/26/2025 8:30,9.6,58.17,,,,,
716,5/26/2025 8:35,9.6,58.21,,,,,
717,5/26/2025 8:40,9.6,58.21,,,,,
718,5/26/2025 8:45,9.59,58.24,,,,,
719,5/26/2025 8:50,9.6,58.24,,,,,
720,5/26/2025 8:55,9.59,58.28,,,,,
721,5/26/2025 9:00,9.58,58.28,,,,,
722,5/26/2025 9:05,9.58,58.32,,,,,
723,5/26/2025 9:10,9.59,58.32,,,,,
724,5/26/2025 9:15,9.58,58.35,,,,,
725,5/26/2025 9:20,9.55,58.39,,,,,
726,5/26/2025 9:25,9.54,58.39,,,,,
727,5/26/2025 9:30,9.54,58.39,,,,,
728,5/26/2025 9:35,9.55,58.39,,,,,
729,5/26/2025 9:40,9.55,58.42,,,,,
730,5/26/2025 9:45,9.56,58.42,,,,,
731,5/26/2025 9:50,9.52,58.42,,,,,
732,5/26/2025 9:55,9.52,58.42,,,,,
733,5/26/2025 10:00,9.52,58.42,,,,,
734,5/26/2025 10:05,9.51,58.46,,,,,
735,5/26/2025 10:10,9.5,58.46,,,,,
736,5/26/2025 10:15,9.51,58.46,,,,,
737,5/26/2025 10:20,9.48,58.46,,,,,
738,5/26/2025 10:25,9.48,58.46,,,,,
739,5/26/2025 10:30,9.47,58.46,,,,,
740,5/26/2025 10:35,9.48,58.46,,,,,
741,5/26/2025 10:40,9.48,58.46,,,,,
742,5/26/2025 10:45,9.47,58.46,,,,,
743,5/26/2025 10:50,9.47,58.46,,,,,
744,5/26/2025 10:55,9.45,58.46,,,,,
745,5/26/2025 11:00,9.45,58.46,,,,,
746,5/26/2025 11:05,9.46,58.46,,,,,
747,5/26/2025 11:10,9.45,58.46,,,,,
748,5/26/2025 11:15,9.45,58.46,,,,,
749,5/26/2025 11:20,9.46,58.46,,,,,
750,5/26/2025 11:25,9.45,58.46,,,,,
751,5/26/2025 11:30,9.45,58.46,,,,,
752,5/26/2025 11:35,9.46,58.46,,,,,
753,5/26/2025 11:40,9.45,58.46,,,,,
754,5/26/2025 11:45,9.45,58.46,,,,,
755,5/26/2025 11:50,9.44,58.5,,,,,
756,5/26/2025 11:55,9.44,58.5,,,,,
757,5/26/2025 12:00,9.45,58.5,,,,,
758,5/26/2025 12:05,9.43,58.5,,,,,
759,5/26/2025 12:10,9.45,58.5,,,,,
760,5/26/2025 12:15,9.46,58.5,,,,,
761,5/26/2025 12:20,9.48,58.5,,,,,
762,5/26/2025 12:25,9.46,58.53,,,,,
763,5/26/2025 12:30,9.45,58.53,,,,,
764,5/26/2025 12:35,9.5,58.53,,,,,
765,5/26/2025 12:40,9.5,58.53,,,,,
766,5/26/2025 12:45,9.49,58.53,,,,,
767,5/26/2025 12:50,9.5,58.53,,,,,
768,5/26/2025 12:55,9.5,58.53,,,,,
769,5/26/2025 13:00,9.49,58.53,,,,,
770,5/26/2025 13:05,9.52,58.53,,,,,
771,5/26/2025 13:10,9.52,58.53,,,,,
772,5/26/2025 13:15,9.52,58.53,,,,,
773,5/26/2025 13:20,9.53,58.5,,,,,
774,5/26/2025 13:25,9.5,58.5,,,,,
775,5/26/2025 13:30,9.52,58.5,,,,,
776,5/26/2025 13:35,9.51,58.46,,,,,
777,5/26/2025 13:40,9.51,58.46,,,,,
778,5/26/2025 13:45,9.52,58.46,,,,,
779,5/26/2025 13:50,9.51,58.46,,,,,
780,5/26/2025 13:55,9.51,58.42,,,,,
781,5/26/2025 14:00,9.51,58.42,,,,,
782,5/26/2025 14:05,9.52,58.39,,,,,
783,5/26/2025 14:10,9.52,58.35,,,,,
784,5/26/2025 14:15,9.53,58.35,,,,,
785,5/26/2025 14:20,9.52,58.32,,,,,
786,5/26/2025 14:25,9.54,58.32,,,,,
787,5/26/2025 14:30,9.53,58.28,,,,,
788,5/26/2025 14:35,9.52,58.28,,,,,
789,5/26/2025 14:40,9.55,58.24,,,,,
790,5/26/2025 14:45,9.58,58.21,,,,,
791,5/26/2025 14:50,9.62,58.14,,,,,
792,5/26/2025 14:55,9.62,58.14,,,,,
793,5/26/2025 15:00,9.63,58.1,,,,,
794,5/26/2025 15:05,9.63,58.1,,,,,
795,5/26/2025 15:10,9.68,58.1,,,,,
796,5/26/2025 15:15,9.68,58.06,,,,,
797,5/26/2025 15:20,9.69,58.06,,,,,
798,5/26/2025 15:25,9.71,58.06,,,,,
799,5/26/2025 15:30,9.73,58.03,,,,,
800,5/26/2025 15:35,9.77,58.03,,,,,
801,5/26/2025 15:40,9.77,58.06,,,,,
802,5/26/2025 15:45,9.79,58.06,,,,,
803,5/26/2025 15:50,9.82,58.06,,,,,
804,5/26/2025 15:55,9.8,58.06,,,,,
805,5/26/2025 16:00,9.82,58.03,,,,,
806,5/26/2025 16:05,9.88,57.88,,,,,
807,5/26/2025 16:10,9.89,57.85,,,,,
808,5/26/2025 16:15,9.91,57.85,,,,,
809,5/26/2025 16:20,9.9,57.85,,,,,
810,5/26/2025 16:25,9.94,57.88,,,,,
811,5/26/2025 16:30,9.94,57.92,,,,,
812,5/26/2025 16:35,9.92,57.96,,,,,
813,5/26/2025 16:40,9.97,57.99,,,,,
814,5/26/2025 16:45,9.97,58.14,,,,,
815,5/26/2025 16:50,9.96,58.24,,,,,
816,5/26/2025 16:55,10,58.39,,,,,
817,5/26/2025 17:00,9.99,58.6,,,,,
818,5/26/2025 17:05,10.01,58.78,,,,,
819,5/26/2025 17:10,10.01,58.96,,,,,
820,5/26/2025 17:15,10,59.11,,,,,
821,5/26/2025 17:20,9.99,59.22,,,,,
822,5/26/2025 17:25,9.99,59.18,,,,,
823,5/26/2025 17:30,10,59.11,,,,,
824,5/26/2025 17:35,10,59.04,,,,,
825,5/26/2025 17:40,10,59.04,,,,,
826,5/26/2025 17:45,10.02,59.07,,,,,
827,5/26/2025 17:50,10,59,,,,,
828,5/26/2025 17:55,10.02,58.82,,,,,
829,5/26/2025 18:00,10.03,58.64,,,,,
830,5/26/2025 18:05,10.03,58.5,,,,,
831,5/26/2025 18:10,10.05,58.42,,,,,
832,5/26/2025 18:15,10.03,58.39,,,,,
833,5/26/2025 18:20,10.03,58.28,,,,,
834,5/26/2025 18:25,9.99,58.21,,,,,
835,5/26/2025 18:30,10.01,58.17,,,,,
836,5/26/2025 18:35,10.03,58.28,,,,,
837,5/26/2025 18:40,10.01,58.46,,,,,
838,5/26/2025 18:45,10.02,58.86,,,,,
839,5/26/2025 18:50,9.98,59.29,,,,,
840,5/26/2025 18:55,9.95,59.5,,,,,
841,5/26/2025 19:00,9.96,59.68,,,,,
842,5/26/2025 19:05,9.95,59.86,,,,,
843,5/26/2025 19:10,9.95,60.01,,,,,
844,5/26/2025 19:15,9.98,60.08,,,,,
845,5/26/2025 19:20,9.98,60.22,,,,,
846,5/26/2025 19:25,10,60.33,,,,,
847,5/26/2025 19:30,10.01,60.4,,,,,
848,5/26/2025 19:35,10.01,60.44,,,,,
849,5/26/2025 19:40,10.04,60.44,,,,,
850,5/26/2025 19:45,10.06,60.37,,,,,
851,5/26/2025 19:50,10.09,60.33,,,,,
852,5/26/2025 19:55,10.12,60.26,,,,,
853,5/26/2025 20:00,10.16,60.19,,,,,
854,5/26/2025 20:05,10.16,60.08,,,,,
855,5/26/2025 20:10,10.2,60.01,,,,,
856,5/26/2025 20:15,10.2,60.01,,,,,
857,5/26/2025 20:20,10.23,60.01,,,,,
858,5/26/2025 20:25,10.22,60.04,,,,,
859,5/26/2025 20:30,10.24,60.04,,,,,
860,5/26/2025 20:35,10.22,60.04,,,,,
861,5/26/2025 20:40,10.24,59.97,,,,,
862,5/26/2025 20:45,10.25,59.9,,,,,
863,5/26/2025 20:50,10.26,59.76,,,,,
864,5/26/2025 20:55,10.28,59.61,,,,,
865,5/26/2025 21:00,10.29,59.54,,,,,
866,5/26/2025 21:05,10.29,59.47,,,,,
867,5/26/2025 21:10,10.31,59.43,,,,,
868,5/26/2025 21:15,10.33,59.4,,,,,
869,5/26/2025 21:20,10.34,59.4,,,,,
870,5/26/2025 21:25,10.34,59.43,,,,,
871,5/26/2025 21:30,10.29,59.47,,,,,
872,5/26/2025 21:35,10.25,59.5,,,,,
873,5/26/2025 21:40,10.26,59.54,,,,,
874,5/26/2025 21:45,10.26,59.61,,,,,
875,5/26/2025 21:50,10.27,59.58,,,,,
876,5/26/2025 21:55,10.29,59.58,,,,,
877,5/26/2025 22:00,10.25,59.65,,,,,
878,5/26/2025 22:05,10.25,59.76,,,,,
879,5/26/2025 22:10,10.26,59.83,,,,,
880,5/26/2025 22:15,10.33,60.19,,,,,
881,5/26/2025 22:20,10.25,60.26,,,,,
882,5/26/2025 22:25,10.22,60.22,,,,,
883,5/26/2025 22:30,10.16,60.04,,,,,
884,5/26/2025 22:35,10.19,59.94,,,,,
885,5/26/2025 22:40,10.16,59.86,,,,,
886,5/26/2025 22:45,10.15,59.76,,,,,
887,5/26/2025 22:50,10.14,59.68,,,,,
888,5/26/2025 22:55,10.11,59.61,,,,,
889,5/26/2025 23:00,10.11,59.54,,,,,
890,5/26/2025 23:05,10.12,59.5,,,,,
891,5/26/2025 23:10,10.1,59.47,,,,,
892,5/26/2025 23:15,10.09,59.4,,,,,
893,5/26/2025 23:20,10.12,59.36,,,,,
894,5/26/2025 23:25,10.15,59.5,,,,,
895,5/26/2025 23:30,10.11,59.54,,,,,
896,5/26/2025 23:35,10.25,59.54,,,,,
897,5/26/2025 23:40,10.25,59.83,,,,,
898,5/26/2025 23:45,10.08,59.65,,,,,
899,5/26/2025 23:50,10.1,59.5,,,,,
900,5/26/2025 23:55,10.1,59.32,,,,,
901,5/27/2025 0:00,10.2,59.32,,,,,
902,5/27/2025 0:05,10.26,59.47,,,,,
903,5/27/2025 0:10,10.31,59.61,,,,,
904,5/27/2025 0:15,10.32,59.68,,,,,
905,5/27/2025 0:20,10.31,59.72,,,,,
906,5/27/2025 0:25,10.31,59.72,,,,,
907,5/27/2025 0:30,10.25,59.68,,,,,
908,5/27/2025 0:35,10.21,59.58,,,,,
909,5/27/2025 0:40,10.16,59.43,,,,,
910,5/27/2025 0:45,10.19,59.36,,,,,
911,5/27/2025 0:50,10.18,59.32,,,,,
912,5/27/2025 0:55,10.16,59.32,,,,,
913,5/27/2025 1:00,10.21,59.36,,,,,
914,5/27/2025 1:05,10.23,59.43,,,,,
915,5/27/2025 1:10,10.23,59.5,,,,,
916,5/27/2025 1:15,10.23,59.54,,,,,
917,5/27/2025 1:20,10.22,59.58,,,,,
918,5/27/2025 1:25,10.22,59.65,,,,,
919,5/27/2025 1:30,10.23,59.68,,,,,
920,5/27/2025 1:35,10.23,59.68,,,,,
921,5/27/2025 1:40,10.21,59.68,,,,,
922,5/27/2025 1:45,10.21,59.72,,,,,
923,5/27/2025 1:50,10.21,59.68,,,,,
924,5/27/2025 1:55,10.2,59.68,,,,,
925,5/27/2025 2:00,10.19,59.68,,,,,
926,5/27/2025 2:05,10.19,59.72,,,,,
927,5/27/2025 2:10,10.19,59.68,,,,,
928,5/27/2025 2:15,10.17,59.65,,,,,
929,5/27/2025 2:20,10.16,59.61,,,,,
930,5/27/2025 2:25,10.14,59.54,,,,,
931,5/27/2025 2:30,10.14,59.54,,,,,
932,5/27/2025 2:35,10.14,59.54,,,,,
933,5/27/2025 2:40,10.14,59.54,,,,,
934,5/27/2025 2:45,10.13,59.54,,,,,
935,5/27/2025 2:50,10.11,59.58,,,,,
936,5/27/2025 2:55,10.11,59.61,,,,,
937,5/27/2025 3:00,10.1,59.65,,,,,
938,5/27/2025 3:05,10.09,59.65,,,,,
939,5/27/2025 3:10,10.07,59.68,,,,,
940,5/27/2025 3:15,10.07,59.72,,,,,
941,5/27/2025 3:20,10.04,59.72,,,,,
942,5/27/2025 3:25,10.04,59.72,,,,,
943,5/27/2025 3:30,10.04,59.72,,,,,
944,5/27/2025 3:35,10.03,59.72,,,,,
945,5/27/2025 3:40,10.03,59.72,,,,,
946,5/27/2025 3:45,10.04,59.72,,,,,
947,5/27/2025 3:50,10.01,59.72,,,,,
948,5/27/2025 3:55,9.99,59.72,,,,,
949,5/27/2025 4:00,10,59.72,,,,,
950,5/27/2025 4:05,9.92,59.76,,,,,
951,5/27/2025 4:10,9.92,59.79,,,,,
952,5/27/2025 4:15,9.91,59.79,,,,,
953,5/27/2025 4:20,9.91,59.79,,,,,
954,5/27/2025 4:25,9.9,59.79,,,,,
955,5/27/2025 4:30,9.89,59.79,,,,,
956,5/27/2025 4:35,9.9,59.79,,,,,
957,5/27/2025 4:40,9.91,59.79,,,,,
958,5/27/2025 4:45,9.89,59.79,,,,,
959,5/27/2025 4:50,9.88,59.79,,,,,
960,5/27/2025 4:55,9.88,59.76,,,,,
961,5/27/2025 5:00,9.88,59.76,,,,,
962,5/27/2025 5:05,9.88,59.76,,,,,
963,5/27/2025 5:10,9.9,59.76,,,,,
964,5/27/2025 5:15,9.89,59.72,,,,,
965,5/27/2025 5:20,9.86,59.72,,,,,
966,5/27/2025 5:25,9.86,59.72,,,,,
967,5/27/2025 5:30,9.81,59.72,,,,,
968,5/27/2025 5:35,9.81,59.68,,,,,
969,5/27/2025 5:40,9.8,59.68,,,,,
970,5/27/2025 5:45,9.79,59.68,,,,,
971,5/27/2025 5:50,9.79,59.65,,,,,
972,5/27/2025 5:55,9.78,59.65,,,,,
973,5/27/2025 6:00,9.78,59.61,,,,,
974,5/27/2025 6:05,9.79,59.61,,,,,
975,5/27/2025 6:10,9.79,59.58,,,,,
976,5/27/2025 6:15,9.77,59.58,,,,,
977,5/27/2025 6:20,9.76,59.54,,,,,
978,5/27/2025 6:25,9.75,59.54,,,,,
979,5/27/2025 6:30,9.74,59.54,,,,,
980,5/27/2025 6:35,9.72,59.5,,,,,
981,5/27/2025 6:40,9.72,59.5,,,,,
982,5/27/2025 6:45,9.75,59.5,,,,,
983,5/27/2025 6:50,9.83,59.5,,,,,
984,5/27/2025 6:55,9.86,59.47,,,,,
985,5/27/2025 7:00,9.83,59.47,,,,,
986,5/27/2025 7:05,9.83,59.43,,,,,
987,5/27/2025 7:10,9.83,59.4,,,,,
988,5/27/2025 7:15,9.82,59.4,,,,,
989,5/27/2025 7:20,9.8,59.4,,,,,
990,5/27/2025 7:25,9.79,59.36,,,,,
991,5/27/2025 7:30,9.79,59.36,,,,,
992,5/27/2025 7:35,9.79,59.36,,,,,
993,5/27/2025 7:40,9.79,59.36,,,,,
994,5/27/2025 7:45,9.79,59.36,,,,,
995,5/27/2025 7:50,9.8,59.36,,,,,
996,5/27/2025 7:55,9.79,59.36,,,,,
997,5/27/2025 8:00,9.8,59.36,,,,,
998,5/27/2025 8:05,9.81,59.36,,,,,
999,5/27/2025 8:10,9.78,59.36,,,,,
1000,5/27/2025 8:15,9.79,59.36,,,,,
1001,5/27/2025 8:20,9.77,59.36,,,,,
1002,5/27/2025 8:25,9.78,59.36,,,,,
1003,5/27/2025 8:30,9.74,59.4,,,,,
1004,5/27/2025 8:35,9.71,59.43,,,,,
1005,5/27/2025 8:40,9.81,59.43,,,,,
1006,5/27/2025 8:45,9.84,59.5,,,,,
1007,5/27/2025 8:50,9.8,59.58,,,,,
1008,5/27/2025 8:55,9.78,59.61,,,,,
1009,5/27/2025 9:00,9.77,59.65,,,,,
1010,5/27/2025 9:05,9.78,59.68,,,,,
1011,5/27/2025 9:10,9.76,59.68,,,,,
1012,5/27/2025 9:15,9.74,59.68,,,,,
1013,5/27/2025 9:20,9.72,59.68,,,,,
1014,5/27/2025 9:25,9.74,59.72,,,,,
1015,5/27/2025 9:30,9.71,59.68,,,,,
1016,5/27/2025 9:35,9.71,59.68,,,,,
1017,5/27/2025 9:40,9.69,59.68,,,,,
1018,5/27/2025 9:45,9.72,59.68,,,,,
1019,5/27/2025 9:50,9.73,59.65,,,,,
1020,5/27/2025 9:55,9.72,59.65,,,,,
1021,5/27/2025 10:00,9.75,59.65,,,,,
1022,5/27/2025 10:05,9.68,59.54,,,,,
1023,5/27/2025 10:10,9.66,59.5,,,,,
1024,5/27/2025 10:15,9.69,59.47,,,,,
1025,5/27/2025 10:20,9.67,59.47,,,,,
1026,5/27/2025 10:25,9.67,59.43,,,,,
1027,5/27/2025 10:30,9.67,59.43,,,,,
1028,5/27/2025 10:35,9.66,59.4,,,,,
1029,5/27/2025 10:40,9.64,59.4,,,,,
1030,5/27/2025 10:45,9.64,59.4,,,,,
1031,5/27/2025 10:50,9.66,59.4,,,,,
1032,5/27/2025 10:55,9.64,59.36,,,,,
1033,5/27/2025 11:00,9.66,59.36,,,,,
1034,5/27/2025 11:05,9.65,59.36,,,,,
1035,5/27/2025 11:10,9.65,59.36,,,,,
1036,5/27/2025 11:15,9.64,59.32,,,,,
1037,5/27/2025 11:20,9.64,59.32,,,,,
1038,5/27/2025 11:25,9.61,59.32,,,,,
1039,5/27/2025 11:30,9.62,59.29,,,,,
1040,5/27/2025 11:35,9.62,59.29,,,,,
1041,5/27/2025 11:40,9.61,59.29,,,,,
1042,5/27/2025 11:45,9.59,59.29,,,,,
1043,5/27/2025 11:50,9.61,59.25,,,,,
1044,5/27/2025 11:55,9.62,59.25,,,,,
1045,5/27/2025 12:00,9.6,59.25,,,,,
1046,5/27/2025 12:05,9.61,59.25,,,,,
1047,5/27/2025 12:10,9.61,59.25,,,,,
1048,5/27/2025 12:15,9.61,59.25,,,,,
1049,5/27/2025 12:20,9.6,59.25,,,,,
1050,5/27/2025 12:25,9.63,59.25,,,,,
1051,5/27/2025 12:30,9.62,59.25,,,,,
1052,5/27/2025 12:35,9.62,59.25,,,,,
