Plot Title: 22224703,,,,,,,,,
#,"Date Time, GMT+00:00",do.mgl,"Temp, °F (LGR S/N: 22224703, SEN S/N: 22224703)","DO Adj Conc, mg/L (LGR S/N: 22224703)",Coupler Detached (LGR S/N: 22224703),Coupler Attached (LGR S/N: 22224703),Host Connected (LGR S/N: 22224703),Stopped (LGR S/N: 22224703),End Of File (LGR S/N: 22224703)
1565,7/21/2025 4:37,,64.47,3.95,,,,,
1566,7/21/2025 4:42,,64.44,3.93,,,,,
1567,7/21/2025 4:47,,64.47,3.95,,,,,
1568,7/21/2025 4:52,,64.47,3.94,,,,,
1569,7/21/2025 4:57,,64.47,3.94,,,,,
1570,7/21/2025 5:02,,64.47,3.93,,,,,
1571,7/21/2025 5:07,,64.47,3.93,,,,,
1572,7/21/2025 5:12,,64.47,3.93,,,,,
1573,7/21/2025 5:17,,64.47,3.93,,,,,
1574,7/21/2025 5:22,,64.47,3.93,,,,,
1575,7/21/2025 5:27,,64.47,3.92,,,,,
1576,7/21/2025 5:32,,64.47,3.92,,,,,
1577,7/21/2025 5:37,,64.47,3.93,,,,,
1578,7/21/2025 5:42,,64.47,3.93,,,,,
1579,7/21/2025 5:47,,64.51,3.93,,,,,
1580,7/21/2025 5:52,,64.51,3.92,,,,,
1581,7/21/2025 5:57,,64.51,3.93,,,,,
1582,7/21/2025 6:02,,64.51,3.89,,,,,
1583,7/21/2025 6:07,,64.51,3.91,,,,,
1584,7/21/2025 6:12,,64.54,3.9,,,,,
1585,7/21/2025 6:17,,64.54,3.89,,,,,
1586,7/21/2025 6:22,,64.58,3.89,,,,,
1587,7/21/2025 6:27,,64.58,3.88,,,,,
1588,7/21/2025 6:32,,64.58,3.89,,,,,
1589,7/21/2025 6:37,,64.62,3.89,,,,,
1590,7/21/2025 6:42,,64.65,3.87,,,,,
1591,7/21/2025 6:47,,64.65,3.86,,,,,
1592,7/21/2025 6:52,,64.69,3.86,,,,,
1593,7/21/2025 6:57,,64.69,3.85,,,,,
1594,7/21/2025 7:02,,64.69,3.85,,,,,
1595,7/21/2025 7:07,,64.69,3.86,,,,,
1596,7/21/2025 7:12,,64.69,3.86,,,,,
1597,7/21/2025 7:17,,64.69,3.85,,,,,
1598,7/21/2025 7:22,,64.69,3.85,,,,,
1599,7/21/2025 7:27,,64.69,3.85,,,,,
1600,7/21/2025 7:32,,64.69,3.85,,,,,
1601,7/21/2025 7:37,,64.69,3.84,,,,,
1602,7/21/2025 7:42,,64.69,3.85,,,,,
1603,7/21/2025 7:47,,64.69,3.85,,,,,
1604,7/21/2025 7:52,,64.65,3.84,,,,,
1605,7/21/2025 7:57,,64.65,3.84,,,,,
1606,7/21/2025 8:02,,64.65,3.84,,,,,
1607,7/21/2025 8:07,,64.65,3.84,,,,,
1608,7/21/2025 8:12,,64.65,3.85,,,,,
1609,7/21/2025 8:17,,64.65,3.85,,,,,
1610,7/21/2025 8:22,,64.62,3.86,,,,,
1611,7/21/2025 8:27,,64.62,3.86,,,,,
1612,7/21/2025 8:32,,64.62,3.86,,,,,
1613,7/21/2025 8:37,,64.62,3.85,,,,,
1614,7/21/2025 8:42,,64.62,3.83,,,,,
1615,7/21/2025 8:47,,64.62,3.77,,,,,
1616,7/21/2025 8:52,,64.58,3.77,,,,,
1617,7/21/2025 8:57,,64.58,3.76,,,,,
1618,7/21/2025 9:02,,64.58,3.77,,,,,
1619,7/21/2025 9:07,,64.54,3.76,,,,,
1620,7/21/2025 9:12,,64.54,3.76,,,,,
1621,7/21/2025 9:17,,64.54,3.76,,,,,
1622,7/21/2025 9:22,,64.51,3.74,,,,,
1623,7/21/2025 9:27,,64.51,3.73,,,,,
1624,7/21/2025 9:32,,64.51,3.73,,,,,
1625,7/21/2025 9:37,,64.51,3.72,,,,,
1626,7/21/2025 9:42,,64.51,3.72,,,,,
1627,7/21/2025 9:47,,64.47,3.72,,,,,
1628,7/21/2025 9:52,,64.47,3.71,,,,,
1629,7/21/2025 9:57,,64.47,3.71,,,,,
1630,7/21/2025 10:02,,64.47,3.7,,,,,
1631,7/21/2025 10:07,,64.44,3.7,,,,,
1632,7/21/2025 10:12,,64.44,3.7,,,,,
1633,7/21/2025 10:17,,64.44,3.69,,,,,
1634,7/21/2025 10:22,,64.44,3.69,,,,,
1635,7/21/2025 10:27,,64.44,3.69,,,,,
1636,7/21/2025 10:32,,64.44,3.69,,,,,
1637,7/21/2025 10:37,,64.44,3.69,,,,,
1638,7/21/2025 10:42,,64.44,3.68,,,,,
1639,7/21/2025 10:47,,64.44,3.68,,,,,
1640,7/21/2025 10:52,,64.44,3.68,,,,,
1641,7/21/2025 10:57,,64.44,3.68,,,,,
1642,7/21/2025 11:02,,64.44,3.68,,,,,
1643,7/21/2025 11:07,,64.44,3.68,,,,,
1644,7/21/2025 11:12,,64.44,3.68,,,,,
1645,7/21/2025 11:17,,64.44,3.68,,,,,
1646,7/21/2025 11:22,,64.44,3.68,,,,,
1647,7/21/2025 11:27,,64.44,3.68,,,,,
1648,7/21/2025 11:32,,64.44,3.69,,,,,
1649,7/21/2025 11:37,,64.44,3.67,,,,,
1650,7/21/2025 11:42,,64.44,3.67,,,,,
1651,7/21/2025 11:47,,64.44,3.67,,,,,
1652,7/21/2025 11:52,,64.44,3.67,,,,,
1653,7/21/2025 11:57,,64.44,3.68,,,,,
1654,7/21/2025 12:02,,64.44,3.67,,,,,
1655,7/21/2025 12:07,,64.4,3.67,,,,,
1656,7/21/2025 12:12,,64.4,3.65,,,,,
1657,7/21/2025 12:17,,64.4,3.64,,,,,
1658,7/21/2025 12:22,,64.4,3.64,,,,,
1659,7/21/2025 12:27,,64.4,3.66,,,,,
1660,7/21/2025 12:32,,64.4,3.66,,,,,
1661,7/21/2025 12:37,,64.4,3.65,,,,,
1662,7/21/2025 12:42,,64.4,3.65,,,,,
1663,7/21/2025 12:47,,64.4,3.65,,,,,
1664,7/21/2025 12:52,,64.4,3.65,,,,,
1665,7/21/2025 12:57,,64.4,3.65,,,,,
1666,7/21/2025 13:02,,64.4,3.65,,,,,
1667,7/21/2025 13:07,,64.4,3.64,,,,,
1668,7/21/2025 13:12,,64.4,3.63,,,,,
1669,7/21/2025 13:17,,64.4,3.62,,,,,
1670,7/21/2025 13:22,,64.36,3.62,,,,,
1671,7/21/2025 13:27,,64.4,3.62,,,,,
1672,7/21/2025 13:32,,64.4,3.62,,,,,
1673,7/21/2025 13:37,,64.4,3.62,,,,,
1674,7/21/2025 13:42,,64.4,3.62,,,,,
1675,7/21/2025 13:47,,64.4,3.62,,,,,
1676,7/21/2025 13:52,,64.4,3.61,,,,,
1677,7/21/2025 13:57,,64.4,3.61,,,,,
1678,7/21/2025 14:02,,64.4,3.61,,,,,
1679,7/21/2025 14:07,,64.4,3.6,,,,,
1680,7/21/2025 14:12,,64.4,3.6,,,,,
1681,7/21/2025 14:17,,64.4,3.59,,,,,
1682,7/21/2025 14:22,,64.4,3.59,,,,,
1683,7/21/2025 14:27,,64.4,3.59,,,,,
1684,7/21/2025 14:32,,64.4,3.59,,,,,
1685,7/21/2025 14:37,,64.4,3.58,,,,,
1686,7/21/2025 14:42,,64.4,3.58,,,,,
1687,7/21/2025 14:47,,64.4,3.58,,,,,
1688,7/21/2025 14:52,,64.4,3.59,,,,,
1689,7/21/2025 14:57,,64.4,3.59,,,,,
1690,7/21/2025 15:02,,64.4,3.59,,,,,
1691,7/21/2025 15:07,,64.4,3.58,,,,,
1692,7/21/2025 15:12,,64.4,3.58,,,,,
1693,7/21/2025 15:17,,64.4,3.57,,,,,
1694,7/21/2025 15:22,,64.4,3.56,,,,,
1695,7/21/2025 15:27,,64.4,3.56,,,,,
1696,7/21/2025 15:32,,64.4,3.56,,,,,
1697,7/21/2025 15:37,,64.4,3.56,,,,,
1698,7/21/2025 15:42,,64.4,3.56,,,,,
1699,7/21/2025 15:47,,64.4,3.56,,,,,
1700,7/21/2025 15:52,,64.4,3.56,,,,,
1701,7/21/2025 15:57,,64.4,3.56,,,,,
1702,7/21/2025 16:02,,64.51,3.9,,,,,
1703,7/21/2025 16:07,,64.54,3.9,,,,,
1704,7/21/2025 16:12,,64.58,3.9,,,,,
1705,7/21/2025 16:17,,64.58,3.89,,,,,
1706,7/21/2025 16:22,,64.58,3.89,,,,,
1707,7/21/2025 16:27,,64.58,3.89,,,,,
1708,7/21/2025 16:32,,64.58,3.89,,,,,
1709,7/21/2025 16:37,,64.58,3.89,,,,,
1710,7/21/2025 16:42,,64.58,3.89,,,,,
1711,7/21/2025 16:47,,64.58,3.89,,,,,
1712,7/21/2025 16:52,,64.58,3.89,,,,,
1713,7/21/2025 16:57,,64.58,3.9,,,,,
1714,7/21/2025 17:02,,64.58,3.89,,,,,
1715,7/21/2025 17:07,,64.58,3.89,,,,,
1716,7/21/2025 17:12,,64.58,3.89,,,,,
1717,7/21/2025 17:17,,64.54,3.89,,,,,
1718,7/21/2025 17:22,,64.54,3.89,,,,,
1719,7/21/2025 17:27,,64.54,3.89,,,,,
1720,7/21/2025 17:32,,64.54,3.89,,,,,
1721,7/21/2025 17:37,,64.54,3.89,,,,,
1722,7/21/2025 17:42,,64.54,3.89,,,,,
1723,7/21/2025 17:47,,64.54,3.87,,,,,
1724,7/21/2025 17:52,,64.58,3.87,,,,,
1725,7/21/2025 17:57,,64.58,3.86,,,,,
1726,7/21/2025 18:02,,64.58,3.87,,,,,
1727,7/21/2025 18:07,,64.58,3.87,,,,,
1728,7/21/2025 18:12,,64.58,3.86,,,,,
1729,7/21/2025 18:17,,64.58,3.86,,,,,
1730,7/21/2025 18:22,,64.58,3.85,,,,,
1731,7/21/2025 18:27,,64.58,3.85,,,,,
1732,7/21/2025 18:32,,64.58,3.86,,,,,
1733,7/21/2025 18:37,,64.62,3.87,,,,,
1734,7/21/2025 18:42,,64.62,3.83,,,,,
1735,7/21/2025 18:47,,64.62,3.83,,,,,
1736,7/21/2025 18:52,,64.62,3.84,,,,,
1737,7/21/2025 18:57,,64.62,3.83,,,,,
1738,7/21/2025 19:02,,64.62,3.83,,,,,
1739,7/21/2025 19:07,,64.62,3.77,,,,,
1740,7/21/2025 19:12,,64.62,3.79,,,,,
1741,7/21/2025 19:17,,64.62,3.78,,,,,
1742,7/21/2025 19:22,,64.62,3.77,,,,,
1743,7/21/2025 19:27,,64.62,3.76,,,,,
1744,7/21/2025 19:32,,64.62,3.74,,,,,
1745,7/21/2025 19:37,,64.62,3.72,,,,,
1746,7/21/2025 19:42,,64.62,3.71,,,,,
1747,7/21/2025 19:47,,64.65,3.71,,,,,
1748,7/21/2025 19:52,,64.65,3.7,,,,,
1749,7/21/2025 19:57,,64.65,3.7,,,,,
1750,7/21/2025 20:02,,64.65,3.71,,,,,
1751,7/21/2025 20:07,,64.65,3.71,,,,,
1752,7/21/2025 20:12,,64.65,3.71,,,,,
1753,7/21/2025 20:17,,64.65,3.73,,,,,
1754,7/21/2025 20:22,,64.65,3.73,,,,,
1755,7/21/2025 20:27,,64.65,3.72,,,,,
1756,7/21/2025 20:32,,64.65,3.73,,,,,
1757,7/21/2025 20:37,,64.65,3.75,,,,,
1758,7/21/2025 20:42,,64.65,3.75,,,,,
1759,7/21/2025 20:47,,64.65,3.75,,,,,
1760,7/21/2025 20:52,,64.65,3.76,,,,,
1761,7/21/2025 20:57,,64.65,3.76,,,,,
1762,7/21/2025 21:02,,64.65,3.77,,,,,
1763,7/21/2025 21:07,,64.62,3.78,,,,,
1764,7/21/2025 21:12,,64.62,3.79,,,,,
1765,7/21/2025 21:17,,64.62,3.81,,,,,
1766,7/21/2025 21:22,,64.62,3.82,,,,,
1767,7/21/2025 21:27,,64.62,3.83,,,,,
1768,7/21/2025 21:32,,64.62,3.83,,,,,
1769,7/21/2025 21:37,,64.58,3.83,,,,,
1770,7/21/2025 21:42,,64.58,3.83,,,,,
1771,7/21/2025 21:47,,64.58,3.74,,,,,
1772,7/21/2025 21:52,,64.58,3.71,,,,,
1773,7/21/2025 21:57,,64.54,3.72,,,,,
1774,7/21/2025 22:02,,64.51,3.71,,,,,
1775,7/21/2025 22:07,,64.47,3.71,,,,,
1776,7/21/2025 22:12,,64.47,3.71,,,,,
1777,7/21/2025 22:17,,64.44,3.71,,,,,
1778,7/21/2025 22:22,,64.44,3.71,,,,,
1779,7/21/2025 22:27,,64.44,3.71,,,,,
1780,7/21/2025 22:32,,64.44,3.71,,,,,
1781,7/21/2025 22:37,,64.44,3.71,,,,,
1782,7/21/2025 22:42,,64.44,3.7,,,,,
1783,7/21/2025 22:47,,64.44,3.7,,,,,
1784,7/21/2025 22:52,,64.44,3.7,,,,,
1785,7/21/2025 22:57,,64.44,3.7,,,,,
1786,7/21/2025 23:02,,64.44,3.7,,,,,
1787,7/21/2025 23:07,,64.44,3.7,,,,,
1788,7/21/2025 23:12,,64.4,3.7,,,,,
1789,7/21/2025 23:17,,64.4,3.7,,,,,
1790,7/21/2025 23:22,,64.4,3.68,,,,,
1791,7/21/2025 23:27,,64.4,3.68,,,,,
1792,7/21/2025 23:32,,64.4,3.67,,,,,
1793,7/21/2025 23:37,,64.4,3.68,,,,,
1794,7/21/2025 23:42,,64.4,3.68,,,,,
1795,7/21/2025 23:47,,64.4,3.67,,,,,
1796,7/21/2025 23:52,,64.4,3.67,,,,,
1797,7/21/2025 23:57,,64.4,3.67,,,,,
1798,7/22/2025 0:02,,64.4,3.67,,,,,
1799,7/22/2025 0:07,,64.4,3.66,,,,,
1800,7/22/2025 0:12,,64.36,3.67,,,,,
1801,7/22/2025 0:17,,64.36,3.67,,,,,
1802,7/22/2025 0:22,,64.36,3.67,,,,,
1803,7/22/2025 0:27,,64.36,3.67,,,,,
1804,7/22/2025 0:32,,64.36,3.67,,,,,
1805,7/22/2025 0:37,,64.36,3.67,,,,,
1806,7/22/2025 0:42,,64.36,3.67,,,,,
1807,7/22/2025 0:47,,64.36,3.67,,,,,
1808,7/22/2025 0:52,,64.36,3.67,,,,,
1809,7/22/2025 0:57,,64.36,3.66,,,,,
1810,7/22/2025 1:02,,64.36,3.66,,,,,
1811,7/22/2025 1:07,,64.36,3.66,,,,,
1812,7/22/2025 1:12,,64.36,3.65,,,,,
1813,7/22/2025 1:17,,64.4,3.66,,,,,
1814,7/22/2025 1:22,,64.4,3.66,,,,,
1815,7/22/2025 1:27,,64.4,3.66,,,,,
1816,7/22/2025 1:32,,64.4,3.65,,,,,
1817,7/22/2025 1:37,,64.4,3.65,,,,,
1818,7/22/2025 1:42,,64.4,3.65,,,,,
1819,7/22/2025 1:47,,64.4,3.66,,,,,
1820,7/22/2025 1:52,,64.44,3.65,,,,,
1821,7/22/2025 1:57,,64.4,3.65,,,,,
1822,7/22/2025 2:02,,64.44,3.65,,,,,
1823,7/22/2025 2:07,,64.44,3.65,,,,,
1824,7/22/2025 2:12,,64.44,3.65,,,,,
1825,7/22/2025 2:17,,64.44,3.64,,,,,
1826,7/22/2025 2:22,,64.44,3.63,,,,,
1827,7/22/2025 2:27,,64.44,3.61,,,,,
1828,7/22/2025 2:32,,64.44,3.56,,,,,
1829,7/22/2025 2:37,,64.44,3.54,,,,,
1830,7/22/2025 2:42,,64.44,3.55,,,,,
1831,7/22/2025 2:47,,64.47,3.54,,,,,
1832,7/22/2025 2:52,,64.47,3.57,,,,,
1833,7/22/2025 2:57,,64.47,3.59,,,,,
1834,7/22/2025 3:02,,64.47,3.57,,,,,
1835,7/22/2025 3:07,,64.47,3.51,,,,,
1836,7/22/2025 3:12,,64.47,3.53,,,,,
1837,7/22/2025 3:17,,64.47,3.53,,,,,
1838,7/22/2025 3:22,,64.47,3.55,,,,,
1839,7/22/2025 3:27,,64.47,3.54,,,,,
1840,7/22/2025 3:32,,64.47,3.55,,,,,
1841,7/22/2025 3:37,,64.47,3.54,,,,,
1842,7/22/2025 3:42,,64.47,3.55,,,,,
1843,7/22/2025 3:47,,64.47,3.51,,,,,
1844,7/22/2025 3:52,,64.47,3.53,,,,,
1845,7/22/2025 3:57,,64.47,3.54,,,,,
1846,7/22/2025 4:02,,64.51,3.76,,,,,
1847,7/22/2025 4:07,,64.51,3.76,,,,,
1848,7/22/2025 4:12,,64.51,3.76,,,,,
1849,7/22/2025 4:17,,64.51,3.76,,,,,
1850,7/22/2025 4:22,,64.51,3.76,,,,,
1851,7/22/2025 4:27,,64.54,3.76,,,,,
1852,7/22/2025 4:32,,64.51,3.76,,,,,
1853,7/22/2025 4:37,,64.51,3.76,,,,,
1854,7/22/2025 4:42,,64.51,3.76,,,,,
1855,7/22/2025 4:47,,64.51,3.76,,,,,
1856,7/22/2025 4:52,,64.51,3.76,,,,,
1857,7/22/2025 4:57,,64.51,3.76,,,,,
1858,7/22/2025 5:02,,64.51,3.76,,,,,
1859,7/22/2025 5:07,,64.51,3.76,,,,,
1860,7/22/2025 5:12,,64.51,3.76,,,,,
1861,7/22/2025 5:17,,64.51,3.75,,,,,
1862,7/22/2025 5:22,,64.51,3.75,,,,,
1863,7/22/2025 5:27,,64.51,3.75,,,,,
1864,7/22/2025 5:32,,64.51,3.74,,,,,
1865,7/22/2025 5:37,,64.51,3.74,,,,,
1866,7/22/2025 5:42,,64.51,3.73,,,,,
1867,7/22/2025 5:47,,64.51,3.73,,,,,
1868,7/22/2025 5:52,,64.54,3.73,,,,,
1869,7/22/2025 5:57,,64.54,3.73,,,,,
1870,7/22/2025 6:02,,64.54,3.72,,,,,
1871,7/22/2025 6:07,,64.54,3.72,,,,,
1872,7/22/2025 6:12,,64.54,3.73,,,,,
1873,7/22/2025 6:17,,64.54,3.73,,,,,
1874,7/22/2025 6:22,,64.54,3.73,,,,,
1875,7/22/2025 6:27,,64.54,3.72,,,,,
1876,7/22/2025 6:32,,64.58,3.72,,,,,
1877,7/22/2025 6:37,,64.58,3.72,,,,,
1878,7/22/2025 6:42,,64.58,3.73,,,,,
1879,7/22/2025 6:47,,64.58,3.72,,,,,
1880,7/22/2025 6:52,,64.58,3.72,,,,,
1881,7/22/2025 6:57,,64.62,3.72,,,,,
1882,7/22/2025 7:02,,64.62,3.72,,,,,
1883,7/22/2025 7:07,,64.62,3.72,,,,,
1884,7/22/2025 7:12,,64.62,3.72,,,,,
1885,7/22/2025 7:17,,64.62,3.71,,,,,
1886,7/22/2025 7:22,,64.62,3.71,,,,,
1887,7/22/2025 7:27,,64.62,3.72,,,,,
1888,7/22/2025 7:32,,64.62,3.71,,,,,
1889,7/22/2025 7:37,,64.62,3.71,,,,,
1890,7/22/2025 7:42,,64.65,3.7,,,,,
1891,7/22/2025 7:47,,64.69,3.7,,,,,
1892,7/22/2025 7:52,,64.72,3.69,,,,,
1893,7/22/2025 7:57,,64.76,3.69,,,,,
1894,7/22/2025 8:02,,64.76,3.68,,,,,
1895,7/22/2025 8:07,,64.76,3.68,,,,,
1896,7/22/2025 8:12,,64.76,3.67,,,,,
1897,7/22/2025 8:17,,64.72,3.67,,,,,
1898,7/22/2025 8:22,,64.72,3.67,,,,,
1899,7/22/2025 8:27,,64.72,3.66,,,,,
1900,7/22/2025 8:32,,64.72,3.66,,,,,
1901,7/22/2025 8:37,,64.72,3.66,,,,,
1902,7/22/2025 8:42,,64.69,3.66,,,,,
1903,7/22/2025 8:47,,64.69,3.66,,,,,
1904,7/22/2025 8:52,,64.69,3.65,,,,,
1905,7/22/2025 8:57,,64.72,3.65,,,,,
1906,7/22/2025 9:02,,64.72,3.65,,,,,
1907,7/22/2025 9:07,,64.72,3.64,,,,,
1908,7/22/2025 9:12,,64.76,3.64,,,,,
1909,7/22/2025 9:17,,64.76,3.64,,,,,
1910,7/22/2025 9:22,,64.76,3.62,,,,,
1911,7/22/2025 9:27,,64.76,3.61,,,,,
1912,7/22/2025 9:32,,64.76,3.6,,,,,
1913,7/22/2025 9:37,,64.76,3.58,,,,,
1914,7/22/2025 9:42,,64.76,3.53,,,,,
1915,7/22/2025 9:47,,64.76,3.49,,,,,
1916,7/22/2025 9:52,,64.76,3.47,,,,,
1917,7/22/2025 9:57,,64.76,3.42,,,,,
1918,7/22/2025 10:02,,64.76,2.99,,,,,
1919,7/22/2025 10:07,,64.76,2.98,,,,,
1920,7/22/2025 10:12,,64.76,2.98,,,,,
1921,7/22/2025 10:17,,64.76,2.98,,,,,
1922,7/22/2025 10:22,,64.76,2.98,,,,,
1923,7/22/2025 10:27,,64.76,2.98,,,,,
1924,7/22/2025 10:32,,64.76,2.98,,,,,
1925,7/22/2025 10:37,,64.76,2.98,,,,,
1926,7/22/2025 10:42,,64.76,2.98,,,,,
1927,7/22/2025 10:47,,64.76,2.97,,,,,
1928,7/22/2025 10:52,,64.76,2.97,,,,,
1929,7/22/2025 10:57,,64.76,2.97,,,,,
1930,7/22/2025 11:02,,64.76,2.97,,,,,
1931,7/22/2025 11:07,,64.76,2.97,,,,,
1932,7/22/2025 11:12,,64.76,2.97,,,,,
1933,7/22/2025 11:17,,64.76,2.96,,,,,
1934,7/22/2025 11:22,,64.76,2.96,,,,,
1935,7/22/2025 11:27,,64.76,2.96,,,,,
1936,7/22/2025 11:32,,64.76,2.96,,,,,
1937,7/22/2025 11:37,,64.76,2.96,,,,,
1938,7/22/2025 11:42,,64.76,2.96,,,,,
1939,7/22/2025 11:47,,64.76,2.96,,,,,
1940,7/22/2025 11:52,,64.76,2.96,,,,,
1941,7/22/2025 11:57,,64.76,2.95,,,,,
1942,7/22/2025 12:02,,64.72,2.95,,,,,
1943,7/22/2025 12:07,,64.72,2.95,,,,,
1944,7/22/2025 12:12,,64.72,2.96,,,,,
1945,7/22/2025 12:17,,64.72,2.95,,,,,
1946,7/22/2025 12:22,,64.69,2.94,,,,,
1947,7/22/2025 12:27,,64.69,2.94,,,,,
1948,7/22/2025 12:32,,64.69,2.94,,,,,
1949,7/22/2025 12:37,,64.65,2.92,,,,,
1950,7/22/2025 12:42,,64.65,2.9,,,,,
1951,7/22/2025 12:47,,64.65,2.92,,,,,
1952,7/22/2025 12:52,,64.62,2.91,,,,,
1953,7/22/2025 12:57,,64.62,2.9,,,,,
1954,7/22/2025 13:02,,64.62,2.89,,,,,
1955,7/22/2025 13:07,,64.62,2.89,,,,,
1956,7/22/2025 13:12,,64.62,2.89,,,,,
1957,7/22/2025 13:17,,64.62,2.88,,,,,
1958,7/22/2025 13:22,,64.62,2.88,,,,,
1959,7/22/2025 13:27,,64.58,2.88,,,,,
1960,7/22/2025 13:32,,64.58,2.88,,,,,
1961,7/22/2025 13:37,,64.58,2.87,,,,,
1962,7/22/2025 13:42,,64.58,2.87,,,,,
1963,7/22/2025 13:47,,64.58,2.87,,,,,
1964,7/22/2025 13:52,,64.58,2.86,,,,,
1965,7/22/2025 13:57,,64.58,2.86,,,,,
1966,7/22/2025 14:02,,64.58,2.85,,,,,
1967,7/22/2025 14:07,,64.58,2.85,,,,,
1968,7/22/2025 14:12,,64.58,2.85,,,,,
1969,7/22/2025 14:17,,64.58,2.85,,,,,
1970,7/22/2025 14:22,,64.58,2.84,,,,,
1971,7/22/2025 14:27,,64.58,2.84,,,,,
1972,7/22/2025 14:32,,64.58,2.84,,,,,
1973,7/22/2025 14:37,,64.58,2.84,,,,,
1974,7/22/2025 14:42,,64.58,2.83,,,,,
1975,7/22/2025 14:47,,64.58,2.82,,,,,
1976,7/22/2025 14:52,,64.58,2.82,,,,,
1977,7/22/2025 14:57,,64.58,2.83,,,,,
1978,7/22/2025 15:02,,64.58,2.82,,,,,
1979,7/22/2025 15:07,,64.58,2.82,,,,,
1980,7/22/2025 15:12,,64.58,2.82,,,,,
1981,7/22/2025 15:17,,64.58,2.81,,,,,
1982,7/22/2025 15:22,,64.58,2.81,,,,,
1983,7/22/2025 15:27,,64.58,2.81,,,,,
1984,7/22/2025 15:32,,64.58,2.81,,,,,
1985,7/22/2025 15:37,,64.58,2.79,,,,,
1986,7/22/2025 15:42,,64.58,2.79,,,,,
1987,7/22/2025 15:47,,64.58,2.79,,,,,
1988,7/22/2025 15:52,,64.58,2.77,,,,,
1989,7/22/2025 15:57,,64.58,2.78,,,,,
1990,7/22/2025 16:02,,64.58,3.46,,,,,
1991,7/22/2025 16:07,,64.62,3.46,,,,,
1992,7/22/2025 16:12,,64.62,3.46,,,,,
1993,7/22/2025 16:17,,64.62,3.46,,,,,
1994,7/22/2025 16:22,,64.62,3.45,,,,,
1995,7/22/2025 16:27,,64.62,3.44,,,,,
1996,7/22/2025 16:32,,64.62,3.44,,,,,
1997,7/22/2025 16:37,,64.62,3.43,,,,,
1998,7/22/2025 16:42,,64.62,3.43,,,,,
1999,7/22/2025 16:47,,64.62,3.43,,,,,
2000,7/22/2025 16:52,,64.65,3.42,,,,,
2001,7/22/2025 16:57,,64.65,3.42,,,,,
2002,7/22/2025 17:02,,64.65,3.42,,,,,
2003,7/22/2025 17:07,,64.69,3.41,,,,,
2004,7/22/2025 17:12,,64.69,3.41,,,,,
2005,7/22/2025 17:17,,64.72,3.39,,,,,
2006,7/22/2025 17:22,,64.72,3.39,,,,,
2007,7/22/2025 17:27,,64.76,3.38,,,,,
2008,7/22/2025 17:32,,64.8,3.37,,,,,
2009,7/22/2025 17:37,,64.8,3.37,,,,,
2010,7/22/2025 17:42,,64.83,3.36,,,,,
2011,7/22/2025 17:47,,64.9,3.35,,,,,
2012,7/22/2025 17:52,,64.98,3.35,,,,,
2013,7/22/2025 17:57,,65.01,3.34,,,,,
2014,7/22/2025 18:02,,65.08,3.34,,,,,
2015,7/22/2025 18:07,,65.16,3.33,,,,,
2016,7/22/2025 18:12,,65.19,3.32,,,,,
2017,7/22/2025 18:17,,65.26,3.31,,,,,
2018,7/22/2025 18:22,,65.34,3.3,,,,,
2019,7/22/2025 18:27,,65.41,3.31,,,,,
2020,7/22/2025 18:32,,65.52,3.3,,,,,
2021,7/22/2025 18:37,,65.55,3.29,,,,,
2022,7/22/2025 18:42,,65.55,3.28,,,,,
2023,7/22/2025 18:47,,65.59,3.27,,,,,
2024,7/22/2025 18:52,,65.66,3.26,,,,,
2025,7/22/2025 18:57,,65.7,3.27,,,,,
2026,7/22/2025 19:02,,65.77,3.26,,,,,
2027,7/22/2025 19:07,,65.84,3.26,,,,,
2028,7/22/2025 19:12,,65.88,3.26,,,,,
2029,7/22/2025 19:17,,65.91,3.26,,,,,
2030,7/22/2025 19:22,,65.91,3.26,,,,,
2031,7/22/2025 19:27,,65.91,3.25,,,,,
2032,7/22/2025 19:32,,65.88,3.25,,,,,
2033,7/22/2025 19:37,,65.91,3.25,,,,,
2034,7/22/2025 19:42,,65.95,3.25,,,,,
2035,7/22/2025 19:47,,66.02,3.24,,,,,
2036,7/22/2025 19:52,,66.02,3.23,,,,,
2037,7/22/2025 19:57,,66.02,3.23,,,,,
2038,7/22/2025 20:02,,65.98,3.22,,,,,
2039,7/22/2025 20:07,,65.98,3.22,,,,,
2040,7/22/2025 20:12,,65.95,3.21,,,,,
2041,7/22/2025 20:17,,65.91,3.2,,,,,
2042,7/22/2025 20:22,,65.88,3.2,,,,,
2043,7/22/2025 20:27,,65.88,3.18,,,,,
2044,7/22/2025 20:32,,65.88,3.16,,,,,
2045,7/22/2025 20:37,,65.84,3.15,,,,,
2046,7/22/2025 20:42,,65.84,3.14,,,,,
2047,7/22/2025 20:47,,65.84,3.14,,,,,
2048,7/22/2025 20:52,,65.8,3.1,,,,,
2049,7/22/2025 20:57,,65.8,3.1,,,,,
2050,7/22/2025 21:02,,65.8,3.08,,,,,
2051,7/22/2025 21:07,,65.77,3.06,,,,,
2052,7/22/2025 21:12,,65.8,3.04,,,,,
2053,7/22/2025 21:17,,65.84,3.06,,,,,
2054,7/22/2025 21:22,,65.84,3.05,,,,,
2055,7/22/2025 21:27,,65.88,3.07,,,,,
2056,7/22/2025 21:32,,65.88,3.06,,,,,
2057,7/22/2025 21:37,,65.91,3.06,,,,,
