"Plot Title: 20819391"
"#","Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20819391, SEN S/N: 20819391)","Temp, °F (LGR S/N: 20819391, SEN S/N: 20819391)","DO Adj Conc, mg/L (LGR S/N: 20819391)","DO Percent Sat, % (LGR S/N: 20819391)","Coupler Detached (LGR S/N: 20819391)","Sensor Data Error (LGR S/N: 20819391)","Coupler Attached (LGR S/N: 20819391)","Host Connected (LGR S/N: 20819391)","Stopped (LGR S/N: 20819391)","End Of File (LGR S/N: 20819391)"
1144,08/23/25 11:28:28 AM,9.23,69.19,7.92,102.9,,,,,,
1145,08/23/25 11:33:28 AM,9.19,69.58,7.89,102.8,,,,,,
1146,08/23/25 11:38:28 AM,9.16,69.94,7.87,102.9,,,,,,
1147,08/23/25 11:43:28 AM,9.12,70.30,7.84,102.9,,,,,,
1148,08/23/25 11:48:28 AM,9.11,70.66,7.83,103.2,,,,,,
1149,08/23/25 11:53:28 AM,9.08,70.99,7.80,103.2,,,,,,
1150,08/23/25 11:58:28 AM,9.04,71.35,7.77,103.1,,,,,,
1151,08/23/25 12:03:28 PM,9.02,71.67,7.76,103.2,,,,,,
1152,08/23/25 12:08:28 PM,8.99,72.03,7.73,103.3,,,,,,
1153,08/23/25 12:13:28 PM,8.96,72.36,7.71,103.3,,,,,,
1154,08/23/25 12:18:28 PM,8.91,72.72,7.67,103.1,,,,,,
1155,08/23/25 12:23:28 PM,8.89,73.04,7.65,103.2,,,,,,
1156,08/23/25 12:28:28 PM,8.87,73.36,7.63,103.4,,,,,,
1157,08/23/25 12:33:28 PM,8.83,73.72,7.60,103.3,,,,,,
1158,08/23/25 12:38:28 PM,8.78,74.05,7.56,103.1,,,,,,
1159,08/23/25 12:43:28 PM,8.78,74.41,7.56,103.4,,,,,,
1160,08/23/25 12:48:28 PM,8.72,74.73,7.51,103.1,,,,,,
1161,08/23/25 12:53:28 PM,8.70,75.09,7.50,103.2,,,,,,
1162,08/23/25 12:58:28 PM,8.66,75.49,7.46,103.2,,,,,,
1163,08/23/25 01:03:28 PM,8.63,75.88,7.44,103.3,,,,,,
1164,08/23/25 01:08:28 PM,8.58,76.39,7.40,103.2,,,,,,
1165,08/23/25 01:13:28 PM,8.53,77.07,7.36,103.3,,,,,,
1166,08/23/25 01:18:28 PM,8.38,78.19,7.23,102.7,,,,,,
1167,08/23/25 01:23:28 PM,8.17,80.02,7.06,101.9,,,,,,
1168,08/23/25 01:28:28 PM,7.89,82.65,6.83,101.1,,,,,,
1169,08/23/25 01:33:28 PM,7.54,86.00,6.54,99.8,,,,,,
1170,08/23/25 01:38:28 PM,7.46,89.64,6.48,102.2,,,,,,
1171,08/23/25 01:43:28 PM,7.49,93.34,6.52,106.2,,,,,,
1172,08/23/25 01:48:28 PM,7.37,97.05,6.42,108.0,,,,,,
1173,08/23/25 01:53:28 PM,7.20,100.58,6.29,108.9,,,,,,
1174,08/23/25 01:58:28 PM,7.07,103.86,6.18,110.1,,,,,,
1175,08/23/25 02:03:28 PM,6.89,106.81,6.03,110.1,,,,,,
1176,08/23/25 02:08:28 PM,6.72,109.51,5.89,110.0,,,,,,
1177,08/23/25 02:13:28 PM,6.60,111.99,5.79,110.4,,,,,,
1178,08/23/25 02:18:28 PM,6.48,114.33,5.69,110.6,,,,,,
1179,08/23/25 02:23:28 PM,6.34,116.49,5.57,110.3,,,,,,
1180,08/23/25 02:28:28 PM,6.23,118.51,5.48,110.3,,,,,,
1181,08/23/25 02:33:28 PM,6.15,120.38,5.41,110.7,,,,,,
1182,08/23/25 02:38:28 PM,6.04,122.07,5.32,110.3,,,,,,
1183,08/23/25 02:43:28 PM,5.95,123.62,5.24,110.2,,,,,,
1184,08/23/25 02:48:28 PM,5.84,125.02,5.15,109.5,,,,,,
1185,08/23/25 02:53:28 PM,5.69,126.32,5.02,108.0,,,,,,
1186,08/23/25 02:58:28 PM,5.58,127.54,4.92,107.1,,,,,,
1187,08/23/25 03:03:28 PM,5.46,128.62,4.82,105.8,,,,,,
1188,08/23/25 03:08:28 PM,5.35,129.63,4.73,104.6,,,,,,
1189,08/23/25 03:13:28 PM,5.28,130.53,4.66,104.1,,,,,,
1190,08/23/25 03:18:28 PM,5.20,131.29,4.60,103.3,,,,,,
1191,08/23/25 03:23:28 PM,5.20,131.97,4.60,103.9,,,,,,
1192,08/23/25 03:28:28 PM,5.13,132.66,4.54,103.2,,,,,,
1193,08/23/25 03:33:28 PM,5.12,133.23,4.53,103.5,,,,,,
1194,08/23/25 03:38:28 PM,5.16,133.74,4.56,104.9,,,,,,
1195,08/23/25 03:43:28 PM,5.15,134.20,4.56,105.1,,,,,,
1196,08/23/25 03:48:28 PM,5.18,134.56,4.58,106.1,,,,,,
1197,08/23/25 03:53:28 PM,5.22,134.89,4.62,107.2,,,,,,
1198,08/23/25 03:58:28 PM,5.20,135.10,4.60,107.1,,,,,,
1199,08/23/25 04:03:28 PM,5.23,135.18,4.63,107.8,,,,,,
1200,08/23/25 04:08:28 PM,5.22,135.18,4.62,107.5,,,,,,
1201,08/23/25 04:13:28 PM,5.24,135.18,4.64,108.0,,,,,,
1202,08/23/25 04:18:28 PM,5.23,135.10,4.63,107.7,,,,,,
1203,08/23/25 04:23:28 PM,5.22,135.14,4.62,107.5,,,,,,
1204,08/23/25 04:28:28 PM,5.27,135.25,4.66,108.7,,,,,,
1205,08/23/25 04:33:28 PM,5.26,135.36,4.65,108.6,,,,,,
1206,08/23/25 04:38:28 PM,5.31,135.39,4.70,109.6,,,,,,
1207,08/23/25 04:43:28 PM,5.28,135.46,4.67,109.1,,,,,,
1208,08/23/25 04:48:28 PM,5.21,135.57,4.61,107.7,,,,,,
1209,08/23/25 04:53:28 PM,5.12,135.72,4.53,106.0,,,,,,
1210,08/23/25 04:58:28 PM,5.14,135.82,4.55,106.6,,,,,,
1211,08/23/25 05:03:28 PM,5.18,135.86,4.58,107.4,,,,,,
1212,08/23/25 05:08:28 PM,5.31,135.79,4.70,110.0,,,,,,
1213,08/23/25 05:13:28 PM,5.33,135.68,4.72,110.3,,,,,,
1214,08/23/25 05:18:28 PM,5.32,135.50,4.71,109.9,,,,,,
1215,08/23/25 05:23:28 PM,5.30,135.39,4.69,109.4,,,,,,
1216,08/23/25 05:28:28 PM,5.28,135.32,4.67,108.9,,,,,,
1217,08/23/25 05:33:28 PM,5.24,135.25,4.64,108.0,,,,,,
1218,08/23/25 05:38:28 PM,5.17,135.21,4.57,106.6,,,,,,
1219,08/23/25 05:43:28 PM,5.12,135.25,4.53,105.6,,,,,,
1220,08/23/25 05:48:28 PM,5.05,135.39,4.47,104.3,,,,,,
1221,08/23/25 05:53:28 PM,5.00,135.57,4.42,103.4,,,,,,
1222,08/23/25 05:58:28 PM,4.99,135.82,4.42,103.5,,,,,,
1223,08/23/25 06:03:28 PM,5.03,136.11,4.45,104.6,,,,,,
1224,08/23/25 06:08:28 PM,5.07,136.40,4.49,105.7,,,,,,
1225,08/23/25 06:13:28 PM,5.12,136.76,4.53,107.1,,,,,,
1226,08/23/25 06:18:28 PM,5.19,137.19,4.60,109.0,,,,,,
1227,08/23/25 06:23:28 PM,5.20,137.59,4.60,109.7,,,,,,
1228,08/23/25 06:28:28 PM,5.27,137.98,4.67,111.6,,,,,,
1229,08/23/25 06:33:28 PM,5.31,138.38,4.70,112.9,,,,,,
1230,08/23/25 06:38:28 PM,5.34,138.74,4.73,113.9,,,,,,
1231,08/23/25 06:43:28 PM,5.43,139.17,4.81,116.3,,,,,,
1232,08/23/25 06:48:28 PM,5.49,139.46,4.86,118.0,,,,,,
1233,08/23/25 06:53:28 PM,5.59,139.75,4.95,120.5,,,,,,
1234,08/23/25 06:58:28 PM,5.61,140.00,4.97,121.2,,,,,,
1235,08/23/25 07:03:28 PM,5.73,140.22,5.08,124.1,,,,,,
1236,08/23/25 07:08:28 PM,5.74,140.40,5.09,124.5,,,,,,
1237,08/23/25 07:13:28 PM,5.79,140.43,5.13,125.6,,,,,,
1238,08/23/25 07:18:28 PM,5.76,140.18,5.10,124.7,,,,,,
1239,08/23/25 07:23:28 PM,5.71,140.04,5.06,123.4,,,,,,
1240,08/23/25 07:28:28 PM,5.62,139.68,4.98,121.0,,,,,,
1241,08/23/25 07:33:28 PM,5.47,139.06,4.85,117.1,,,,,,
1242,08/23/25 07:38:28 PM,5.27,138.20,4.67,111.8,,,,,,
1243,08/23/25 07:43:28 PM,5.06,137.05,4.48,106.2,,,,,,
1244,08/23/25 07:48:28 PM,4.93,135.75,4.36,102.1,,,,,,
1245,08/23/25 07:53:28 PM,4.86,133.95,4.30,99.0,,,,,,
1246,08/23/25 07:58:28 PM,4.88,131.86,4.31,97.4,,,,,,
1247,08/23/25 08:03:28 PM,5.05,129.81,4.46,98.9,,,,,,
1248,08/23/25 08:08:28 PM,5.29,127.33,4.67,101.3,,,,,,
1249,08/23/25 08:13:28 PM,5.53,124.56,4.88,103.3,,,,,,
1250,08/23/25 08:18:28 PM,5.66,122.14,4.99,103.5,,,,,,
1251,08/23/25 08:23:28 PM,5.77,120.45,5.08,103.9,,,,,,
1252,08/23/25 08:28:28 PM,5.92,118.26,5.21,104.6,,,,,,
1253,08/23/25 08:33:28 PM,6.00,115.63,5.27,103.6,,,,,,
1254,08/23/25 08:38:28 PM,6.11,113.00,5.36,103.1,,,,,,
1255,08/23/25 08:43:28 PM,6.19,110.48,5.43,102.2,,,,,,
1256,08/23/25 08:48:28 PM,6.33,108.10,5.55,102.3,,,,,,
1257,08/23/25 08:53:28 PM,6.44,105.87,5.64,102.1,,,,,,
1258,08/23/25 08:58:28 PM,6.54,103.86,5.72,101.9,,,,,,
1259,08/23/25 09:03:28 PM,6.65,102.02,5.81,101.9,,,,,,
1260,08/23/25 09:08:28 PM,6.75,100.40,5.89,102.0,,,,,,
1261,08/23/25 09:13:28 PM,6.86,98.96,5.99,102.3,,,,,,
1262,08/23/25 09:18:28 PM,6.95,97.70,6.06,102.5,,,,,,
1263,08/23/25 09:23:28 PM,7.04,96.51,6.14,102.7,,,,,,
1264,08/23/25 09:28:28 PM,7.11,95.43,6.19,102.7,,,,,,
1265,08/23/25 09:33:28 PM,7.22,94.46,6.29,103.4,,,,,,
1266,08/23/25 09:38:28 PM,7.29,93.78,6.35,103.7,,,,,,
1267,08/23/25 09:43:28 PM,7.31,93.49,6.36,103.7,,,,,,
1268,08/23/25 09:48:28 PM,7.35,91.83,6.39,102.7,,,,,,
1269,08/23/25 09:53:28 PM,7.43,90.32,6.46,102.4,,,,,,
1270,08/23/25 09:58:28 PM,7.49,88.95,6.50,101.9,,,,,,
1271,08/23/25 10:03:28 PM,7.56,87.66,6.56,101.6,,,,,,
1272,08/23/25 10:08:28 PM,7.65,86.50,6.63,101.7,,,,,,
1273,08/23/25 10:13:28 PM,7.72,85.39,6.69,101.5,,,,,,
1274,08/23/25 10:18:28 PM,7.79,84.42,6.75,101.5,,,,,,
1275,08/23/25 10:23:28 PM,7.87,83.44,6.81,101.6,,,,,,
1276,08/23/25 10:28:28 PM,7.95,82.58,6.88,101.7,,,,,,
1277,08/23/25 10:33:28 PM,8.01,81.75,6.93,101.7,,,,,,
1278,08/23/25 10:38:28 PM,8.06,81.00,6.97,101.6,,,,,,
1279,08/23/25 10:43:28 PM,8.12,80.28,7.02,101.6,,,,,,
1280,08/23/25 10:48:28 PM,8.18,79.59,7.07,101.6,,,,,,
1281,08/23/25 10:53:28 PM,8.23,78.94,7.11,101.6,,,,,,
1282,08/23/25 10:58:28 PM,8.27,78.33,7.14,101.5,,,,,,
1283,08/23/25 11:03:28 PM,8.34,77.72,7.20,101.7,,,,,,
1284,08/23/25 11:08:28 PM,8.39,77.18,7.24,101.7,,,,,,
1285,08/23/25 11:13:28 PM,8.43,76.64,7.27,101.6,,,,,,
1286,08/23/25 11:18:28 PM,8.49,76.14,7.32,101.8,,,,,,
1287,08/23/25 11:23:28 PM,8.53,75.63,7.35,101.8,,,,,,
1288,08/23/25 11:28:28 PM,8.57,75.16,7.38,101.8,,,,,,
1289,08/23/25 11:33:28 PM,8.61,74.73,7.42,101.8,,,,,,
1290,08/23/25 11:38:28 PM,8.64,74.30,7.44,101.7,,,,,,
1291,08/23/25 11:43:28 PM,8.69,73.87,7.48,101.8,,,,,,
1292,08/23/25 11:48:28 PM,8.71,73.47,7.50,101.6,,,,,,
1293,08/23/25 11:53:28 PM,8.76,73.11,7.54,101.8,,,,,,
1294,08/23/25 11:58:28 PM,8.80,72.75,7.57,101.9,,,,,,
1295,08/24/25 12:03:28 AM,8.84,72.43,7.60,102.0,,,,,,
1296,08/24/25 12:08:28 AM,8.86,72.10,7.62,101.9,,,,,,
1297,08/24/25 12:13:28 AM,8.87,71.82,7.63,101.7,,,,,,
1298,08/24/25 12:18:28 AM,8.91,71.53,7.66,101.8,,,,,,
1299,08/24/25 12:23:28 AM,8.94,71.24,7.69,101.9,,,,,,
1300,08/24/25 12:28:28 AM,8.95,70.99,7.69,101.7,,,,,,
1301,08/24/25 12:33:28 AM,8.98,70.77,7.72,101.8,,,,,,
1302,08/24/25 12:38:28 AM,9.01,70.56,7.74,101.9,,,,,,
1303,08/24/25 12:43:28 AM,9.00,70.34,7.73,101.6,,,,,,
1304,08/24/25 12:48:28 AM,9.06,70.16,7.78,102.0,,,,,,
1305,08/24/25 12:53:28 AM,9.07,70.02,7.79,102.0,,,,,,
1306,08/24/25 12:58:28 AM,9.09,69.84,7.81,102.0,,,,,,
1307,08/24/25 01:03:28 AM,9.11,69.73,7.82,102.1,,,,,,
1308,08/24/25 01:08:28 AM,9.10,69.58,7.81,101.8,,,,,,
1309,08/24/25 01:13:28 AM,9.13,69.48,7.84,102.1,,,,,,
1310,08/24/25 01:18:28 AM,9.13,69.40,7.84,102.0,,,,,,
1311,08/24/25 01:23:28 AM,9.16,69.30,7.86,102.2,,,,,,
1312,08/24/25 01:28:28 AM,9.18,69.22,7.88,102.3,,,,,,
1313,08/24/25 01:33:28 AM,9.17,69.12,7.87,102.1,,,,,,
1314,08/24/25 01:38:28 AM,9.17,69.04,7.87,102.0,,,,,,
1315,08/24/25 01:43:28 AM,9.18,68.97,7.88,102.1,,,,,,
1316,08/24/25 01:48:28 AM,9.19,68.90,7.89,102.1,,,,,,
1317,08/24/25 01:53:28 AM,9.19,68.83,7.89,102.0,,,,,,
1318,08/24/25 01:58:28 AM,9.20,68.72,7.90,102.0,,,,,,
1319,08/24/25 02:03:28 AM,9.21,68.68,7.90,102.1,,,,,,
1320,08/24/25 02:08:28 AM,9.22,68.61,7.91,102.1,,,,,,
1321,08/24/25 02:13:28 AM,9.22,68.54,7.91,102.0,,,,,,
1322,08/24/25 02:18:28 AM,9.22,68.47,7.91,101.9,,,,,,
1323,08/24/25 02:23:28 AM,9.23,68.40,7.92,102.0,,,,,,
1324,08/24/25 02:28:28 AM,9.23,68.32,7.92,101.9,,,,,,
1325,08/24/25 02:33:28 AM,9.24,68.25,7.93,101.9,,,,,,
1326,08/24/25 02:38:28 AM,9.23,68.18,7.92,101.7,,,,,,
1327,08/24/25 02:43:28 AM,9.23,68.14,7.92,101.7,,,,,,
1328,08/24/25 02:48:28 AM,9.24,68.07,7.93,101.7,,,,,,
1329,08/24/25 02:53:28 AM,9.24,68.04,7.93,101.7,,,,,,
1330,08/24/25 02:58:28 AM,9.26,68.00,7.94,101.8,,,,,,
1331,08/24/25 03:03:28 AM,9.27,67.96,7.95,101.9,,,,,,
1332,08/24/25 03:08:28 AM,9.28,67.93,7.96,102.0,,,,,,
1333,08/24/25 03:13:28 AM,9.27,67.89,7.95,101.8,,,,,,
1334,08/24/25 03:18:28 AM,9.27,67.86,7.95,101.8,,,,,,
1335,08/24/25 03:23:28 AM,9.28,67.82,7.96,101.9,,,,,,
1336,08/24/25 03:28:28 AM,9.29,67.78,7.97,101.9,,,,,,
1337,08/24/25 03:33:28 AM,9.29,67.75,7.97,101.9,,,,,,
1338,08/24/25 03:38:28 AM,9.30,67.71,7.98,102.0,,,,,,
1339,08/24/25 03:43:28 AM,9.29,67.71,7.97,101.9,,,,,,
1340,08/24/25 03:48:28 AM,9.29,67.68,7.97,101.8,,,,,,
1341,08/24/25 03:53:28 AM,9.29,67.64,7.97,101.8,,,,,,
1342,08/24/25 03:58:28 AM,9.30,67.64,7.98,101.9,,,,,,
1343,08/24/25 04:03:28 AM,9.31,67.60,7.98,102.0,,,,,,
1344,08/24/25 04:08:28 AM,9.31,67.57,7.98,101.9,,,,,,
1345,08/24/25 04:13:28 AM,9.30,67.57,7.98,101.8,,,,,,
1346,08/24/25 04:18:28 AM,9.31,67.53,7.98,101.9,,,,,,
1347,08/24/25 04:23:28 AM,9.31,67.53,7.98,101.9,,,,,,
1348,08/24/25 04:28:28 AM,9.31,67.53,7.98,101.9,,,,,,
1349,08/24/25 04:33:28 AM,9.32,67.50,7.99,101.9,,,,,,
1350,08/24/25 04:38:28 AM,9.32,67.50,7.99,101.9,,,,,,
1351,08/24/25 04:43:28 AM,9.33,67.50,8.00,102.0,,,,,,
1352,08/24/25 04:48:28 AM,9.33,67.50,8.00,102.0,,,,,,
1353,08/24/25 04:53:28 AM,9.33,67.50,8.00,102.0,,,,,,
1354,08/24/25 04:58:28 AM,9.32,67.50,7.99,101.9,,,,,,
1355,08/24/25 05:03:28 AM,9.33,67.50,8.00,102.0,,,,,,
1356,08/24/25 05:08:28 AM,9.35,67.46,8.02,102.2,,,,,,
1357,08/24/25 05:13:28 AM,9.32,67.46,7.99,101.9,,,,,,
1358,08/24/25 05:18:28 AM,9.33,67.50,8.00,102.0,,,,,,
1359,08/24/25 05:23:28 AM,9.33,67.46,8.00,102.0,,,,,,
1360,08/24/25 05:28:28 AM,9.33,67.46,8.00,102.0,,,,,,
1361,08/24/25 05:33:28 AM,9.33,67.46,8.00,102.0,,,,,,
1362,08/24/25 05:38:28 AM,9.33,67.50,8.00,102.0,,,,,,
1363,08/24/25 05:43:28 AM,9.34,67.50,8.01,102.2,,,,,,
1364,08/24/25 05:48:28 AM,9.33,67.50,8.00,102.0,,,,,,
1365,08/24/25 05:53:28 AM,9.32,67.53,7.99,102.0,,,,,,
1366,08/24/25 05:58:28 AM,9.33,67.53,8.00,102.1,,,,,,
1367,08/24/25 06:03:28 AM,9.32,67.53,7.99,102.0,,,,,,
1368,08/24/25 06:08:28 AM,9.32,67.53,7.99,102.0,,,,,,
1369,08/24/25 06:13:28 AM,9.31,67.53,7.98,101.9,,,,,,
1370,08/24/25 06:18:28 AM,9.32,67.50,7.99,101.9,,,,,,
1371,08/24/25 06:23:28 AM,9.32,67.50,7.99,101.9,,,,,,
1372,08/24/25 06:28:28 AM,9.32,67.46,7.99,101.9,,,,,,
1373,08/24/25 06:33:28 AM,9.33,67.42,8.00,102.0,,,,,,
1374,08/24/25 06:38:28 AM,9.33,67.39,8.00,101.9,,,,,,
1375,08/24/25 06:43:28 AM,9.33,67.35,8.00,101.9,,,,,,
1376,08/24/25 06:48:28 AM,9.33,67.32,8.00,101.8,,,,,,
1377,08/24/25 06:53:28 AM,9.33,67.28,8.00,101.8,,,,,,
1378,08/24/25 06:58:28 AM,9.34,67.24,8.01,101.9,,,,,,
1379,08/24/25 07:03:28 AM,9.34,67.21,8.01,101.8,,,,,,
1380,08/24/25 07:08:28 AM,9.36,67.17,8.03,102.0,,,,,,
1381,08/24/25 07:13:28 AM,9.33,67.14,8.00,101.6,,,,,,
1382,08/24/25 07:18:28 AM,9.33,67.10,8.00,101.6,,,,,,
1383,08/24/25 07:23:28 AM,9.36,67.06,8.02,101.9,,,,,,
1384,08/24/25 07:28:28 AM,9.36,67.03,8.02,101.8,,,,,,
1385,08/24/25 07:33:28 AM,9.36,66.99,8.02,101.8,,,,,,
1386,08/24/25 07:38:28 AM,9.34,66.96,8.01,101.5,,,,,,
1387,08/24/25 07:43:28 AM,9.36,66.92,8.02,101.7,,,,,,
1388,08/24/25 07:48:28 AM,9.36,66.88,8.02,101.7,,,,,,
1389,08/24/25 07:53:28 AM,9.35,66.85,8.02,101.5,,,,,,
1390,08/24/25 07:58:28 AM,9.36,66.81,8.02,101.6,,,,,,
1391,08/24/25 08:03:28 AM,9.37,66.78,8.03,101.7,,,,,,
1392,08/24/25 08:08:28 AM,9.38,66.74,8.04,101.7,,,,,,
1393,08/24/25 08:13:28 AM,9.37,66.74,8.03,101.6,,,,,,
1394,08/24/25 08:18:28 AM,9.38,66.70,8.04,101.7,,,,,,
1395,08/24/25 08:23:28 AM,9.38,66.67,8.04,101.7,,,,,,
1396,08/24/25 08:28:28 AM,9.38,66.63,8.04,101.6,,,,,,
1397,08/24/25 08:33:28 AM,9.38,66.63,8.04,101.6,,,,,,
1398,08/24/25 08:38:28 AM,9.39,66.60,8.05,101.7,,,,,,
1399,08/24/25 08:43:28 AM,9.40,66.60,8.06,101.8,,,,,,
1400,08/24/25 08:48:28 AM,9.40,66.60,8.06,101.8,,,,,,
1401,08/24/25 08:53:28 AM,9.39,66.60,8.05,101.7,,,,,,
1402,08/24/25 08:58:28 AM,9.39,66.60,8.05,101.7,,,,,,
1403,08/24/25 09:03:28 AM,9.40,66.60,8.06,101.8,,,,,,
1404,08/24/25 09:08:28 AM,9.39,66.60,8.05,101.7,,,,,,
1405,08/24/25 09:13:28 AM,9.39,66.60,8.05,101.7,,,,,,
1406,08/24/25 09:18:28 AM,9.39,66.60,8.05,101.7,,,,,,
1407,08/24/25 09:23:28 AM,9.39,66.60,8.05,101.7,,,,,,
1408,08/24/25 09:28:28 AM,9.38,66.60,8.04,101.6,,,,,,
1409,08/24/25 09:33:28 AM,9.39,66.60,8.05,101.7,,,,,,
1410,08/24/25 09:38:28 AM,9.39,66.60,8.05,101.7,,,,,,
1411,08/24/25 09:43:28 AM,9.38,66.60,8.04,101.6,,,,,,
1412,08/24/25 09:48:28 AM,9.38,66.56,8.04,101.5,,,,,,
1413,08/24/25 09:53:28 AM,9.38,66.56,8.04,101.5,,,,,,
1414,08/24/25 09:58:28 AM,9.38,66.56,8.04,101.5,,,,,,
1415,08/24/25 10:03:28 AM,9.38,66.52,8.04,101.5,,,,,,
1416,08/24/25 10:08:28 AM,9.38,66.52,8.04,101.5,,,,,,
1417,08/24/25 10:13:28 AM,9.37,66.56,8.03,101.4,,,,,,
1418,08/24/25 10:18:28 AM,9.38,66.60,8.04,101.6,,,,,,
1419,08/24/25 10:23:28 AM,9.38,66.63,8.04,101.6,,,,,,
1420,08/24/25 10:28:28 AM,9.38,66.70,8.04,101.7,,,,,,
1421,08/24/25 10:33:28 AM,9.36,66.78,8.02,101.6,,,,,,
1422,08/24/25 10:38:28 AM,9.35,66.85,8.02,101.5,,,,,,
1423,08/24/25 10:43:28 AM,9.35,66.88,8.02,101.6,,,,,,
1424,08/24/25 10:48:28 AM,9.33,66.99,8.00,101.5,,,,,,
1425,08/24/25 10:53:28 AM,9.34,67.10,8.01,101.7,,,,,,
1426,08/24/25 10:58:28 AM,9.33,67.24,8.00,101.8,,,,,,
1427,08/24/25 11:03:28 AM,9.32,67.46,7.99,101.9,,,,,,
1428,08/24/25 11:08:28 AM,9.31,67.60,7.98,102.0,,,,,,
1429,08/24/25 11:13:28 AM,9.30,67.78,7.98,102.0,,,,,,
1430,08/24/25 11:18:28 AM,9.27,68.04,7.95,102.0,,,,,,
1431,08/24/25 11:23:28 AM,9.26,68.25,7.95,102.1,,,,,,
1432,08/24/25 11:28:28 AM,9.25,68.50,7.94,102.3,,,,,,
1433,08/24/25 11:33:28 AM,9.22,68.76,7.91,102.3,,,,,,
1434,08/24/25 11:38:28 AM,9.20,69.01,7.90,102.3,,,,,,
1435,08/24/25 11:43:28 AM,9.16,69.19,7.86,102.1,,,,,,
1436,08/24/25 11:48:28 AM,9.14,69.33,7.85,102.0,,,,,,
1437,08/24/25 11:53:28 AM,9.13,69.58,7.84,102.2,,,,,,
1438,08/24/25 11:58:28 AM,9.10,70.05,7.82,102.4,,,,,,
1439,08/24/25 12:03:28 PM,9.08,70.41,7.80,102.5,,,,,,
1440,08/24/25 12:08:28 PM,9.04,70.77,7.77,102.5,,,,,,
1441,08/24/25 12:13:28 PM,9.04,71.24,7.77,103.0,,,,,,
1442,08/24/25 12:18:28 PM,8.98,71.67,7.72,102.8,,,,,,
1443,08/24/25 12:23:28 PM,8.95,72.21,7.70,103.0,,,,,,
1444,08/24/25 12:28:28 PM,8.91,72.75,7.67,103.2,,,,,,
1445,08/24/25 12:33:28 PM,8.85,73.26,7.62,103.0,,,,,,
1446,08/24/25 12:38:28 PM,8.81,73.90,7.59,103.3,,,,,,
1447,08/24/25 12:43:28 PM,8.77,74.66,7.55,103.6,,,,,,
1448,08/24/25 12:48:28 PM,8.68,75.34,7.48,103.3,,,,,,
1449,08/24/25 12:53:28 PM,8.65,76.06,7.46,103.7,,,,,,
1450,08/24/25 12:58:28 PM,8.61,76.96,7.43,104.2,,,,,,
1451,08/24/25 01:03:28 PM,8.51,77.79,7.34,103.8,,,,,,
1452,08/24/25 01:08:28 PM,8.44,78.40,7.29,103.6,,,,,,
1453,08/24/25 01:13:28 PM,8.41,78.98,7.26,103.8,,,,,,
1454,08/24/25 01:18:28 PM,8.32,79.45,7.19,103.2,,,,,,
1455,08/24/25 01:23:28 PM,8.28,79.77,7.15,103.1,,,,,,
1456,08/24/25 01:28:28 PM,8.23,80.53,7.11,103.2,,,,,,
1457,08/24/25 01:33:28 PM,8.13,81.82,7.03,103.3,,,,,,
1458,08/24/25 01:38:28 PM,8.05,82.87,6.97,103.3,,,,,,
1459,08/24/25 01:43:28 PM,8.18,84.63,7.09,106.8,,,,,,
1460,08/24/25 01:48:28 PM,8.13,87.73,7.05,109.3,,,,,,
1461,08/24/25 01:53:28 PM,7.87,91.62,6.84,109.8,,,,,,
1462,08/24/25 01:58:28 PM,7.64,94.64,6.65,109.6,,,,,,
1463,08/24/25 02:03:28 PM,7.49,98.06,6.53,110.8,,,,,,
1464,08/24/25 02:08:28 PM,7.18,100.87,6.27,108.9,,,,,,
1465,08/24/25 02:13:28 PM,6.91,101.84,6.04,105.7,,,,,,
1466,08/24/25 02:18:28 PM,6.79,101.88,5.93,103.9,,,,,,
1467,08/24/25 02:23:28 PM,6.77,101.37,5.91,103.2,,,,,,
1468,08/24/25 02:28:28 PM,6.78,100.87,5.92,102.8,,,,,,
1469,08/24/25 02:33:28 PM,6.81,100.65,5.95,103.1,,,,,,
1470,08/24/25 02:38:28 PM,6.86,100.87,5.99,104.1,,,,,,
1471,08/24/25 02:43:28 PM,6.86,101.41,5.99,104.6,,,,,,
1472,08/24/25 02:48:28 PM,6.85,102.24,5.99,105.2,,,,,,
1473,08/24/25 02:53:28 PM,6.83,102.60,5.97,105.2,,,,,,
1474,08/24/25 02:58:28 PM,6.89,103.86,6.02,107.3,,,,,,
1475,08/24/25 03:03:28 PM,6.87,106.27,6.01,109.3,,,,,,
1476,08/24/25 03:08:28 PM,6.73,109.62,5.90,110.3,,,,,,
1477,08/24/25 03:13:28 PM,6.57,111.09,5.76,109.0,,,,,,
1478,08/24/25 03:18:28 PM,6.51,113.32,5.72,110.1,,,,,,
1479,08/24/25 03:23:28 PM,6.40,115.66,5.62,110.5,,,,,,
1480,08/24/25 03:28:28 PM,6.30,118.22,5.54,111.3,,,,,,
1481,08/24/25 03:33:28 PM,6.22,120.49,5.48,112.1,,,,,,
1482,08/24/25 03:38:28 PM,6.11,122.94,5.38,112.5,,,,,,
1483,08/24/25 03:43:28 PM,5.89,125.17,5.19,110.6,,,,,,
1484,08/24/25 03:48:28 PM,5.73,126.25,5.05,108.7,,,,,,
1485,08/24/25 03:53:28 PM,5.60,126.28,4.94,106.2,,,,,,
1486,08/24/25 03:58:28 PM,5.63,125.38,4.96,105.9,,,,,,
