"Plot Title: 21839977"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21839977, SEN S/N: 21839977)","Temp, °F (LGR S/N: 21839977, SEN S/N: 21839977)","Coupler Attached (LGR S/N: 21839977)","Host Connected (LGR S/N: 21839977)","Stopped (LGR S/N: 21839977)","End Of File (LGR S/N: 21839977)"
3037,09/21/24 07:00:00 PM,7.44,72.14,,,,
3038,09/21/24 07:05:00 PM,7.42,72.14,,,,
3039,09/21/24 07:10:00 PM,7.43,72.14,,,,
3040,09/21/24 07:15:00 PM,7.42,72.14,,,,
3041,09/21/24 07:20:00 PM,7.42,72.14,,,,
3042,09/21/24 07:25:00 PM,7.42,72.14,,,,
3043,09/21/24 07:30:00 PM,7.42,72.10,,,,
3044,09/21/24 07:35:00 PM,7.40,72.10,,,,
3045,09/21/24 07:40:00 PM,7.40,72.10,,,,
3046,09/21/24 07:45:00 PM,7.39,72.10,,,,
3047,09/21/24 07:50:00 PM,7.38,72.10,,,,
3048,09/21/24 07:55:00 PM,7.34,72.07,,,,
3049,09/21/24 08:00:00 PM,7.33,72.07,,,,
3050,09/21/24 08:05:00 PM,7.30,72.07,,,,
3051,09/21/24 08:10:00 PM,7.30,72.03,,,,
3052,09/21/24 08:15:00 PM,7.30,72.03,,,,
3053,09/21/24 08:20:00 PM,7.23,72.03,,,,
3054,09/21/24 08:25:00 PM,7.22,72.03,,,,
3055,09/21/24 08:30:00 PM,7.19,72.00,,,,
3056,09/21/24 08:35:00 PM,7.15,72.00,,,,
3057,09/21/24 08:40:00 PM,7.15,72.00,,,,
3058,09/21/24 08:45:00 PM,7.14,72.00,,,,
3059,09/21/24 08:50:00 PM,7.14,72.00,,,,
3060,09/21/24 08:55:00 PM,7.13,71.96,,,,
3061,09/21/24 09:00:00 PM,7.12,71.96,,,,
3062,09/21/24 09:05:00 PM,7.10,71.96,,,,
3063,09/21/24 09:10:00 PM,7.12,71.96,,,,
3064,09/21/24 09:15:00 PM,7.13,71.96,,,,
3065,09/21/24 09:20:00 PM,7.13,71.96,,,,
3066,09/21/24 09:25:00 PM,7.13,71.96,,,,
3067,09/21/24 09:30:00 PM,7.12,71.96,,,,
3068,09/21/24 09:35:00 PM,7.10,71.96,,,,
3069,09/21/24 09:40:00 PM,7.10,71.96,,,,
3070,09/21/24 09:45:00 PM,7.10,71.96,,,,
3071,09/21/24 09:50:00 PM,7.08,71.96,,,,
3072,09/21/24 09:55:00 PM,7.05,71.92,,,,
3073,09/21/24 10:00:00 PM,7.04,71.92,,,,
3074,09/21/24 10:05:00 PM,7.00,71.92,,,,
3075,09/21/24 10:10:00 PM,6.99,71.92,,,,
3076,09/21/24 10:15:00 PM,6.97,71.92,,,,
3077,09/21/24 10:20:00 PM,6.93,71.92,,,,
3078,09/21/24 10:25:00 PM,6.89,71.89,,,,
3079,09/21/24 10:30:00 PM,6.90,71.89,,,,
3080,09/21/24 10:35:00 PM,6.91,71.92,,,,
3081,09/21/24 10:40:00 PM,6.90,71.92,,,,
3082,09/21/24 10:45:00 PM,6.91,71.92,,,,
3083,09/21/24 10:50:00 PM,6.92,71.92,,,,
3084,09/21/24 10:55:00 PM,6.92,71.92,,,,
3085,09/21/24 11:00:00 PM,6.93,71.92,,,,
3086,09/21/24 11:05:00 PM,6.95,71.92,,,,
3087,09/21/24 11:10:00 PM,6.96,71.92,,,,
3088,09/21/24 11:15:00 PM,6.96,71.92,,,,
3089,09/21/24 11:20:00 PM,6.95,71.92,,,,
3090,09/21/24 11:25:00 PM,6.96,71.92,,,,
3091,09/21/24 11:30:00 PM,6.97,71.92,,,,
3092,09/21/24 11:35:00 PM,6.97,71.92,,,,
3093,09/21/24 11:40:00 PM,6.98,71.92,,,,
3094,09/21/24 11:45:00 PM,6.99,71.92,,,,
3095,09/21/24 11:50:00 PM,7.01,71.92,,,,
3096,09/21/24 11:55:00 PM,7.04,71.96,,,,
3097,09/22/24 12:00:00 AM,7.04,71.96,,,,
3098,09/22/24 12:05:00 AM,7.31,72.00,,,,
3099,09/22/24 12:10:00 AM,7.31,72.00,,,,
3100,09/22/24 12:15:00 AM,7.31,72.00,,,,
3101,09/22/24 12:20:00 AM,7.30,72.00,,,,
3102,09/22/24 12:25:00 AM,7.30,72.00,,,,
3103,09/22/24 12:30:00 AM,7.30,72.00,,,,
3104,09/22/24 12:35:00 AM,7.31,72.00,,,,
3105,09/22/24 12:40:00 AM,7.30,72.00,,,,
3106,09/22/24 12:45:00 AM,7.30,72.00,,,,
3107,09/22/24 12:50:00 AM,7.31,72.00,,,,
3108,09/22/24 12:55:00 AM,7.31,72.00,,,,
3109,09/22/24 01:00:00 AM,7.29,71.96,,,,
3110,09/22/24 01:05:00 AM,7.30,71.96,,,,
3111,09/22/24 01:10:00 AM,7.29,71.96,,,,
3112,09/22/24 01:15:00 AM,7.29,71.96,,,,
3113,09/22/24 01:20:00 AM,7.29,71.96,,,,
3114,09/22/24 01:25:00 AM,7.29,71.96,,,,
3115,09/22/24 01:30:00 AM,7.29,71.92,,,,
3116,09/22/24 01:35:00 AM,7.29,71.92,,,,
3117,09/22/24 01:40:00 AM,7.29,71.92,,,,
3118,09/22/24 01:45:00 AM,7.29,71.92,,,,
3119,09/22/24 01:50:00 AM,7.27,71.92,,,,
3120,09/22/24 01:55:00 AM,7.29,71.92,,,,
3121,09/22/24 02:00:00 AM,7.27,71.92,,,,
3122,09/22/24 02:05:00 AM,7.29,71.92,,,,
3123,09/22/24 02:10:00 AM,7.29,71.92,,,,
3124,09/22/24 02:15:00 AM,7.27,71.89,,,,
3125,09/22/24 02:20:00 AM,7.29,71.89,,,,
3126,09/22/24 02:25:00 AM,7.25,71.89,,,,
3127,09/22/24 02:30:00 AM,7.27,71.89,,,,
3128,09/22/24 02:35:00 AM,7.27,71.89,,,,
3129,09/22/24 02:40:00 AM,7.26,71.89,,,,
3130,09/22/24 02:45:00 AM,7.26,71.89,,,,
3131,09/22/24 02:50:00 AM,7.26,71.89,,,,
3132,09/22/24 02:55:00 AM,7.27,71.89,,,,
3133,09/22/24 03:00:00 AM,7.24,71.89,,,,
3134,09/22/24 03:05:00 AM,7.25,71.89,,,,
3135,09/22/24 03:10:00 AM,7.24,71.89,,,,
3136,09/22/24 03:15:00 AM,7.23,71.89,,,,
3137,09/22/24 03:20:00 AM,7.23,71.85,,,,
3138,09/22/24 03:25:00 AM,7.21,71.85,,,,
3139,09/22/24 03:30:00 AM,7.21,71.85,,,,
3140,09/22/24 03:35:00 AM,7.21,71.85,,,,
3141,09/22/24 03:40:00 AM,7.21,71.85,,,,
3142,09/22/24 03:45:00 AM,7.15,71.85,,,,
3143,09/22/24 03:50:00 AM,7.16,71.85,,,,
3144,09/22/24 03:55:00 AM,7.16,71.85,,,,
3145,09/22/24 04:00:00 AM,7.16,71.85,,,,
3146,09/22/24 04:05:00 AM,7.16,71.85,,,,
3147,09/22/24 04:10:00 AM,7.16,71.85,,,,
3148,09/22/24 04:15:00 AM,7.16,71.85,,,,
3149,09/22/24 04:20:00 AM,7.16,71.85,,,,
3150,09/22/24 04:25:00 AM,7.16,71.85,,,,
3151,09/22/24 04:30:00 AM,7.16,71.85,,,,
3152,09/22/24 04:35:00 AM,7.18,71.85,,,,
3153,09/22/24 04:40:00 AM,7.17,71.82,,,,
3154,09/22/24 04:45:00 AM,7.16,71.82,,,,
3155,09/22/24 04:50:00 AM,7.17,71.82,,,,
3156,09/22/24 04:55:00 AM,7.17,71.82,,,,
3157,09/22/24 05:00:00 AM,7.17,71.82,,,,
3158,09/22/24 05:05:00 AM,7.16,71.82,,,,
3159,09/22/24 05:10:00 AM,7.16,71.82,,,,
3160,09/22/24 05:15:00 AM,7.16,71.82,,,,
3161,09/22/24 05:20:00 AM,7.16,71.82,,,,
3162,09/22/24 05:25:00 AM,7.16,71.82,,,,
3163,09/22/24 05:30:00 AM,7.17,71.82,,,,
3164,09/22/24 05:35:00 AM,7.17,71.82,,,,
3165,09/22/24 05:40:00 AM,7.16,71.82,,,,
3166,09/22/24 05:45:00 AM,7.17,71.82,,,,
3167,09/22/24 05:50:00 AM,7.17,71.78,,,,
3168,09/22/24 05:55:00 AM,7.17,71.78,,,,
3169,09/22/24 06:00:00 AM,7.16,71.78,,,,
3170,09/22/24 06:05:00 AM,7.39,71.78,,,,
3171,09/22/24 06:10:00 AM,7.39,71.78,,,,
3172,09/22/24 06:15:00 AM,7.38,71.78,,,,
3173,09/22/24 06:20:00 AM,7.38,71.78,,,,
3174,09/22/24 06:25:00 AM,7.39,71.78,,,,
3175,09/22/24 06:30:00 AM,7.38,71.78,,,,
3176,09/22/24 06:35:00 AM,7.38,71.78,,,,
3177,09/22/24 06:40:00 AM,7.36,71.78,,,,
3178,09/22/24 06:45:00 AM,7.36,71.78,,,,
3179,09/22/24 06:50:00 AM,7.35,71.78,,,,
3180,09/22/24 06:55:00 AM,7.35,71.78,,,,
3181,09/22/24 07:00:00 AM,7.36,71.74,,,,
3182,09/22/24 07:05:00 AM,7.35,71.74,,,,
3183,09/22/24 07:10:00 AM,7.34,71.78,,,,
3184,09/22/24 07:15:00 AM,7.33,71.74,,,,
3185,09/22/24 07:20:00 AM,7.33,71.74,,,,
3186,09/22/24 07:25:00 AM,7.33,71.74,,,,
3187,09/22/24 07:30:00 AM,7.33,71.74,,,,
3188,09/22/24 07:35:00 AM,7.32,71.74,,,,
3189,09/22/24 07:40:00 AM,7.32,71.74,,,,
3190,09/22/24 07:45:00 AM,7.33,71.74,,,,
3191,09/22/24 07:50:00 AM,7.32,71.78,,,,
3192,09/22/24 07:55:00 AM,7.32,71.78,,,,
3193,09/22/24 08:00:00 AM,7.32,71.78,,,,
3194,09/22/24 08:05:00 AM,7.30,71.78,,,,
3195,09/22/24 08:10:00 AM,7.32,71.78,,,,
3196,09/22/24 08:15:00 AM,7.31,71.78,,,,
3197,09/22/24 08:20:00 AM,7.30,71.78,,,,
3198,09/22/24 08:25:00 AM,7.30,71.78,,,,
3199,09/22/24 08:30:00 AM,7.30,71.78,,,,
3200,09/22/24 08:35:00 AM,7.29,71.78,,,,
3201,09/22/24 08:40:00 AM,7.29,71.78,,,,
3202,09/22/24 08:45:00 AM,7.30,71.78,,,,
3203,09/22/24 08:50:00 AM,7.29,71.78,,,,
3204,09/22/24 08:55:00 AM,7.27,71.78,,,,
3205,09/22/24 09:00:00 AM,7.27,71.78,,,,
3206,09/22/24 09:05:00 AM,7.29,71.78,,,,
3207,09/22/24 09:10:00 AM,7.27,71.78,,,,
3208,09/22/24 09:15:00 AM,7.29,71.78,,,,
3209,09/22/24 09:20:00 AM,7.26,71.78,,,,
3210,09/22/24 09:25:00 AM,7.27,71.78,,,,
3211,09/22/24 09:30:00 AM,7.26,71.78,,,,
3212,09/22/24 09:35:00 AM,7.26,71.78,,,,
3213,09/22/24 09:40:00 AM,7.26,71.78,,,,
3214,09/22/24 09:45:00 AM,7.25,71.78,,,,
3215,09/22/24 09:50:00 AM,7.25,71.78,,,,
3216,09/22/24 09:55:00 AM,7.26,71.78,,,,
3217,09/22/24 10:00:00 AM,7.26,71.78,,,,
3218,09/22/24 10:05:00 AM,7.25,71.78,,,,
3219,09/22/24 10:10:00 AM,7.24,71.82,,,,
3220,09/22/24 10:15:00 AM,7.24,71.82,,,,
3221,09/22/24 10:20:00 AM,7.24,71.82,,,,
3222,09/22/24 10:25:00 AM,7.25,71.82,,,,
3223,09/22/24 10:30:00 AM,7.25,71.78,,,,
3224,09/22/24 10:35:00 AM,7.24,71.78,,,,
3225,09/22/24 10:40:00 AM,7.25,71.82,,,,
3226,09/22/24 10:45:00 AM,7.23,71.82,,,,
3227,09/22/24 10:50:00 AM,7.22,71.82,,,,
3228,09/22/24 10:55:00 AM,7.22,71.82,,,,
3229,09/22/24 11:00:00 AM,7.23,71.82,,,,
3230,09/22/24 11:05:00 AM,7.22,71.82,,,,
3231,09/22/24 11:10:00 AM,7.23,71.82,,,,
3232,09/22/24 11:15:00 AM,7.22,71.82,,,,
3233,09/22/24 11:20:00 AM,7.21,71.82,,,,
3234,09/22/24 11:25:00 AM,7.22,71.82,,,,
3235,09/22/24 11:30:00 AM,7.23,71.82,,,,
3236,09/22/24 11:35:00 AM,7.22,71.85,,,,
3237,09/22/24 11:40:00 AM,7.22,71.85,,,,
3238,09/22/24 11:45:00 AM,7.23,71.85,,,,
3239,09/22/24 11:50:00 AM,7.23,71.85,,,,
3240,09/22/24 11:55:00 AM,7.23,71.85,,,,
3241,09/22/24 12:00:00 PM,7.24,71.85,,,,
3242,09/22/24 12:05:00 PM,7.53,71.89,,,,
3243,09/22/24 12:10:00 PM,7.53,71.89,,,,
3244,09/22/24 12:15:00 PM,7.52,71.89,,,,
3245,09/22/24 12:20:00 PM,7.53,71.89,,,,
3246,09/22/24 12:25:00 PM,7.52,71.89,,,,
3247,09/22/24 12:30:00 PM,7.51,71.89,,,,
3248,09/22/24 12:35:00 PM,7.52,71.89,,,,
3249,09/22/24 12:40:00 PM,7.51,71.89,,,,
3250,09/22/24 12:45:00 PM,7.51,71.89,,,,
3251,09/22/24 12:50:00 PM,7.52,71.89,,,,
3252,09/22/24 12:55:00 PM,7.51,71.89,,,,
3253,09/22/24 01:00:00 PM,7.51,71.89,,,,
3254,09/22/24 01:05:00 PM,7.51,71.89,,,,
3255,09/22/24 01:10:00 PM,7.51,71.85,,,,
3256,09/22/24 01:15:00 PM,7.51,71.85,,,,
3257,09/22/24 01:20:00 PM,7.50,71.85,,,,
3258,09/22/24 01:25:00 PM,7.51,71.85,,,,
3259,09/22/24 01:30:00 PM,7.50,71.85,,,,
3260,09/22/24 01:35:00 PM,7.51,71.85,,,,
3261,09/22/24 01:40:00 PM,7.51,71.85,,,,
3262,09/22/24 01:45:00 PM,7.52,71.85,,,,
3263,09/22/24 01:50:00 PM,7.51,71.85,,,,
3264,09/22/24 01:55:00 PM,7.50,71.85,,,,
3265,09/22/24 02:00:00 PM,7.52,71.85,,,,
3266,09/22/24 02:05:00 PM,7.50,71.85,,,,
3267,09/22/24 02:10:00 PM,7.51,71.85,,,,
3268,09/22/24 02:15:00 PM,7.52,71.85,,,,
3269,09/22/24 02:20:00 PM,7.51,71.85,,,,
3270,09/22/24 02:25:00 PM,7.51,71.85,,,,
3271,09/22/24 02:30:00 PM,7.51,71.85,,,,
3272,09/22/24 02:35:00 PM,7.50,71.85,,,,
3273,09/22/24 02:40:00 PM,7.51,71.85,,,,
3274,09/22/24 02:45:00 PM,7.51,71.85,,,,
3275,09/22/24 02:50:00 PM,7.50,71.85,,,,
3276,09/22/24 02:55:00 PM,7.51,71.85,,,,
3277,09/22/24 03:00:00 PM,7.49,71.85,,,,
3278,09/22/24 03:05:00 PM,7.49,71.85,,,,
3279,09/22/24 03:10:00 PM,7.49,71.85,,,,
3280,09/22/24 03:15:00 PM,7.49,71.85,,,,
3281,09/22/24 03:20:00 PM,7.49,71.89,,,,
3282,09/22/24 03:25:00 PM,7.49,71.89,,,,
3283,09/22/24 03:30:00 PM,7.49,71.89,,,,
3284,09/22/24 03:35:00 PM,7.48,71.89,,,,
3285,09/22/24 03:40:00 PM,7.48,71.89,,,,
3286,09/22/24 03:45:00 PM,7.48,71.89,,,,
3287,09/22/24 03:50:00 PM,7.49,71.89,,,,
3288,09/22/24 03:55:00 PM,7.47,71.89,,,,
3289,09/22/24 04:00:00 PM,7.48,71.89,,,,
3290,09/22/24 04:05:00 PM,7.49,71.89,,,,
3291,09/22/24 04:10:00 PM,7.48,71.89,,,,
3292,09/22/24 04:15:00 PM,7.48,71.92,,,,
3293,09/22/24 04:20:00 PM,7.48,71.92,,,,
3294,09/22/24 04:25:00 PM,7.48,71.92,,,,
3295,09/22/24 04:30:00 PM,7.48,71.92,,,,
3296,09/22/24 04:35:00 PM,7.48,71.92,,,,
3297,09/22/24 04:40:00 PM,7.47,71.92,,,,
3298,09/22/24 04:45:00 PM,7.47,71.92,,,,
3299,09/22/24 04:50:00 PM,7.48,71.96,,,,
3300,09/22/24 04:55:00 PM,7.48,71.92,,,,
3301,09/22/24 05:00:00 PM,7.47,71.96,,,,
3302,09/22/24 05:05:00 PM,7.48,71.96,,,,
3303,09/22/24 05:10:00 PM,7.47,71.96,,,,
3304,09/22/24 05:15:00 PM,7.47,71.96,,,,
3305,09/22/24 05:20:00 PM,7.47,71.96,,,,
3306,09/22/24 05:25:00 PM,7.47,71.96,,,,
3307,09/22/24 05:30:00 PM,7.47,71.96,,,,
3308,09/22/24 05:35:00 PM,7.47,71.92,,,,
3309,09/22/24 05:40:00 PM,7.47,71.92,,,,
3310,09/22/24 05:45:00 PM,7.47,71.92,,,,
3311,09/22/24 05:50:00 PM,7.47,71.92,,,,
3312,09/22/24 05:55:00 PM,7.47,71.92,,,,
3313,09/22/24 06:00:00 PM,7.47,71.92,,,,
3314,09/22/24 06:05:00 PM,7.96,71.92,,,,
3315,09/22/24 06:10:00 PM,7.96,71.89,,,,
3316,09/22/24 06:15:00 PM,7.96,71.89,,,,
3317,09/22/24 06:20:00 PM,7.96,71.89,,,,
3318,09/22/24 06:25:00 PM,7.96,71.89,,,,
3319,09/22/24 06:30:00 PM,7.95,71.89,,,,
3320,09/22/24 06:35:00 PM,7.95,71.89,,,,
3321,09/22/24 06:40:00 PM,7.94,71.89,,,,
3322,09/22/24 06:45:00 PM,7.94,71.85,,,,
3323,09/22/24 06:50:00 PM,7.93,71.85,,,,
3324,09/22/24 06:55:00 PM,7.93,71.85,,,,
3325,09/22/24 07:00:00 PM,7.93,71.85,,,,
3326,09/22/24 07:05:00 PM,7.92,71.85,,,,
3327,09/22/24 07:10:00 PM,7.91,71.85,,,,
3328,09/22/24 07:15:00 PM,7.91,71.85,,,,
3329,09/22/24 07:20:00 PM,7.89,71.85,,,,
3330,09/22/24 07:25:00 PM,7.87,71.85,,,,
3331,09/22/24 07:30:00 PM,7.88,71.85,,,,
3332,09/22/24 07:35:00 PM,7.87,71.85,,,,
3333,09/22/24 07:40:00 PM,7.85,71.85,,,,
3334,09/22/24 07:45:00 PM,7.87,71.85,,,,
3335,09/22/24 07:50:00 PM,7.86,71.85,,,,
3336,09/22/24 07:55:00 PM,7.85,71.85,,,,
3337,09/22/24 08:00:00 PM,7.84,71.85,,,,
3338,09/22/24 08:05:00 PM,7.83,71.85,,,,
3339,09/22/24 08:10:00 PM,7.82,71.85,,,,
3340,09/22/24 08:15:00 PM,7.82,71.85,,,,
3341,09/22/24 08:20:00 PM,7.82,71.82,,,,
3342,09/22/24 08:25:00 PM,7.80,71.82,,,,
3343,09/22/24 08:30:00 PM,7.78,71.85,,,,
3344,09/22/24 08:35:00 PM,7.71,71.85,,,,
3345,09/22/24 08:40:00 PM,7.61,71.85,,,,
3346,09/22/24 08:45:00 PM,7.51,71.85,,,,
3347,09/22/24 08:50:00 PM,7.48,71.82,,,,
3348,09/22/24 08:55:00 PM,7.35,71.82,,,,
3349,09/22/24 09:00:00 PM,7.35,71.82,,,,
3350,09/22/24 09:05:00 PM,7.30,71.82,,,,
3351,09/22/24 09:10:00 PM,7.27,71.82,,,,
3352,09/22/24 09:15:00 PM,7.25,71.82,,,,
3353,09/22/24 09:20:00 PM,7.15,71.82,,,,
3354,09/22/24 09:25:00 PM,7.10,71.82,,,,
3355,09/22/24 09:30:00 PM,7.08,71.82,,,,
3356,09/22/24 09:35:00 PM,7.06,71.82,,,,
3357,09/22/24 09:40:00 PM,7.07,71.82,,,,
3358,09/22/24 09:45:00 PM,7.07,71.82,,,,
3359,09/22/24 09:50:00 PM,7.06,71.82,,,,
3360,09/22/24 09:55:00 PM,7.01,71.82,,,,
3361,09/22/24 10:00:00 PM,6.97,71.82,,,,
3362,09/22/24 10:05:00 PM,6.97,71.78,,,,
3363,09/22/24 10:10:00 PM,6.96,71.78,,,,
3364,09/22/24 10:15:00 PM,6.96,71.78,,,,
3365,09/22/24 10:20:00 PM,6.93,71.78,,,,
3366,09/22/24 10:25:00 PM,6.92,71.78,,,,
3367,09/22/24 10:30:00 PM,6.91,71.78,,,,
3368,09/22/24 10:35:00 PM,6.88,71.78,,,,
3369,09/22/24 10:40:00 PM,6.89,71.74,,,,
3370,09/22/24 10:45:00 PM,6.88,71.74,,,,
3371,09/22/24 10:50:00 PM,6.89,71.74,,,,
3372,09/22/24 10:55:00 PM,6.89,71.74,,,,
3373,09/22/24 11:00:00 PM,6.86,71.74,,,,
3374,09/22/24 11:05:00 PM,6.83,71.74,,,,
3375,09/22/24 11:10:00 PM,6.80,71.74,,,,
3376,09/22/24 11:15:00 PM,6.75,71.74,,,,
3377,09/22/24 11:20:00 PM,6.74,71.74,,,,
3378,09/22/24 11:25:00 PM,6.74,71.74,,,,
3379,09/22/24 11:30:00 PM,6.74,71.74,,,,
3380,09/22/24 11:35:00 PM,6.75,71.74,,,,
3381,09/22/24 11:40:00 PM,6.74,71.74,,,,
3382,09/22/24 11:45:00 PM,6.75,71.74,,,,
3383,09/22/24 11:50:00 PM,6.77,71.71,,,,
3384,09/22/24 11:55:00 PM,6.78,71.71,,,,
3385,09/23/24 12:00:00 AM,6.78,71.71,,,,
3386,09/23/24 12:05:00 AM,7.38,71.71,,,,
3387,09/23/24 12:10:00 AM,7.36,71.71,,,,
3388,09/23/24 12:15:00 AM,7.39,71.71,,,,
3389,09/23/24 12:20:00 AM,7.39,71.71,,,,
3390,09/23/24 12:25:00 AM,7.38,71.71,,,,
3391,09/23/24 12:30:00 AM,7.36,71.71,,,,
3392,09/23/24 12:35:00 AM,7.39,71.71,,,,
3393,09/23/24 12:40:00 AM,7.38,71.71,,,,
3394,09/23/24 12:45:00 AM,7.38,71.71,,,,
3395,09/23/24 12:50:00 AM,7.36,71.71,,,,
3396,09/23/24 12:55:00 AM,7.38,71.71,,,,
3397,09/23/24 01:00:00 AM,7.35,71.71,,,,
3398,09/23/24 01:05:00 AM,7.35,71.71,,,,
3399,09/23/24 01:10:00 AM,7.36,71.71,,,,
3400,09/23/24 01:15:00 AM,7.35,71.71,,,,
3401,09/23/24 01:20:00 AM,7.35,71.71,,,,
3402,09/23/24 01:25:00 AM,7.35,71.71,,,,
3403,09/23/24 01:30:00 AM,7.35,71.71,,,,
3404,09/23/24 01:35:00 AM,7.36,71.71,,,,
3405,09/23/24 01:40:00 AM,7.36,71.67,,,,
3406,09/23/24 01:45:00 AM,7.36,71.67,,,,
3407,09/23/24 01:50:00 AM,7.38,71.67,,,,
3408,09/23/24 01:55:00 AM,7.35,71.67,,,,
3409,09/23/24 02:00:00 AM,7.36,71.67,,,,
3410,09/23/24 02:05:00 AM,7.38,71.67,,,,
3411,09/23/24 02:10:00 AM,7.38,71.64,,,,
3412,09/23/24 02:15:00 AM,7.38,71.64,,,,
3413,09/23/24 02:20:00 AM,7.36,71.64,,,,
3414,09/23/24 02:25:00 AM,7.39,71.64,,,,
3415,09/23/24 02:30:00 AM,7.36,71.64,,,,
3416,09/23/24 02:35:00 AM,7.38,71.64,,,,
3417,09/23/24 02:40:00 AM,7.38,71.64,,,,
3418,09/23/24 02:45:00 AM,7.36,71.60,,,,
3419,09/23/24 02:50:00 AM,7.38,71.60,,,,
3420,09/23/24 02:55:00 AM,7.38,71.60,,,,
3421,09/23/24 03:00:00 AM,7.39,71.60,,,,
3422,09/23/24 03:05:00 AM,7.38,71.60,,,,
3423,09/23/24 03:10:00 AM,7.38,71.60,,,,
3424,09/23/24 03:15:00 AM,7.36,71.56,,,,
3425,09/23/24 03:20:00 AM,7.38,71.56,,,,
3426,09/23/24 03:25:00 AM,7.36,71.56,,,,
3427,09/23/24 03:30:00 AM,7.36,71.56,,,,
3428,09/23/24 03:35:00 AM,7.38,71.56,,,,
3429,09/23/24 03:40:00 AM,7.36,71.56,,,,
3430,09/23/24 03:45:00 AM,7.36,71.56,,,,
3431,09/23/24 03:50:00 AM,7.35,71.56,,,,
3432,09/23/24 03:55:00 AM,7.32,71.53,,,,
3433,09/23/24 04:00:00 AM,7.31,71.53,,,,
3434,09/23/24 04:05:00 AM,7.31,71.53,,,,
3435,09/23/24 04:10:00 AM,7.29,71.53,,,,
3436,09/23/24 04:15:00 AM,7.23,71.53,,,,
3437,09/23/24 04:20:00 AM,7.17,71.53,,,,
3438,09/23/24 04:25:00 AM,7.19,71.53,,,,
3439,09/23/24 04:30:00 AM,7.19,71.53,,,,
3440,09/23/24 04:35:00 AM,7.19,71.53,,,,
3441,09/23/24 04:40:00 AM,7.19,71.53,,,,
3442,09/23/24 04:45:00 AM,7.18,71.53,,,,
3443,09/23/24 04:50:00 AM,7.16,71.53,,,,
3444,09/23/24 04:55:00 AM,7.14,71.49,,,,
3445,09/23/24 05:00:00 AM,7.12,71.49,,,,
3446,09/23/24 05:05:00 AM,7.10,71.49,,,,
3447,09/23/24 05:10:00 AM,7.08,71.49,,,,
3448,09/23/24 05:15:00 AM,7.09,71.49,,,,
3449,09/23/24 05:20:00 AM,7.10,71.49,,,,
3450,09/23/24 05:25:00 AM,7.10,71.49,,,,
3451,09/23/24 05:30:00 AM,7.09,71.49,,,,
3452,09/23/24 05:35:00 AM,7.10,71.49,,,,
3453,09/23/24 05:40:00 AM,7.10,71.49,,,,
3454,09/23/24 05:45:00 AM,7.10,71.49,,,,
3455,09/23/24 05:50:00 AM,7.12,71.46,,,,
3456,09/23/24 05:55:00 AM,7.10,71.46,,,,
3457,09/23/24 06:00:00 AM,7.10,71.46,,,,
3458,09/23/24 06:05:00 AM,7.68,71.46,,,,
3459,09/23/24 06:10:00 AM,7.69,71.46,,,,
3460,09/23/24 06:15:00 AM,7.67,71.46,,,,
3461,09/23/24 06:20:00 AM,7.67,71.46,,,,
3462,09/23/24 06:25:00 AM,7.68,71.46,,,,
3463,09/23/24 06:30:00 AM,7.68,71.42,,,,
3464,09/23/24 06:35:00 AM,7.68,71.42,,,,
3465,09/23/24 06:40:00 AM,7.68,71.42,,,,
3466,09/23/24 06:45:00 AM,7.68,71.42,,,,
3467,09/23/24 06:50:00 AM,7.67,71.42,,,,
3468,09/23/24 06:55:00 AM,7.67,71.42,,,,
3469,09/23/24 07:00:00 AM,7.67,71.42,,,,
3470,09/23/24 07:05:00 AM,7.66,71.42,,,,
3471,09/23/24 07:10:00 AM,7.67,71.42,,,,
3472,09/23/24 07:15:00 AM,7.67,71.42,,,,
3473,09/23/24 07:20:00 AM,7.66,71.42,,,,
3474,09/23/24 07:25:00 AM,7.65,71.42,,,,
3475,09/23/24 07:30:00 AM,7.65,71.42,,,,
3476,09/23/24 07:35:00 AM,7.65,71.46,,,,
3477,09/23/24 07:40:00 AM,7.65,71.46,,,,
3478,09/23/24 07:45:00 AM,7.62,71.46,,,,
3479,09/23/24 07:50:00 AM,7.64,71.46,,,,
3480,09/23/24 07:55:00 AM,7.62,71.46,,,,
3481,09/23/24 08:00:00 AM,7.61,71.46,,,,
3482,09/23/24 08:05:00 AM,7.61,71.46,,,,
3483,09/23/24 08:10:00 AM,7.62,71.46,,,,
3484,09/23/24 08:15:00 AM,7.62,71.46,,,,
3485,09/23/24 08:20:00 AM,7.60,71.46,,,,
3486,09/23/24 08:25:00 AM,7.60,71.46,,,,
3487,09/23/24 08:30:00 AM,7.59,71.46,,,,
3488,09/23/24 08:35:00 AM,7.59,71.46,,,,
3489,09/23/24 08:40:00 AM,7.59,71.46,,,,
3490,09/23/24 08:45:00 AM,7.59,71.46,,,,
3491,09/23/24 08:50:00 AM,7.57,71.46,,,,
3492,09/23/24 08:55:00 AM,7.56,71.46,,,,
3493,09/23/24 09:00:00 AM,7.57,71.46,,,,
3494,09/23/24 09:05:00 AM,7.57,71.46,,,,
3495,09/23/24 09:10:00 AM,7.53,71.46,,,,
3496,09/23/24 09:15:00 AM,7.54,71.46,,,,
