Plot Title: 21737478,,,,
#,datetime,do.mgl,temp,status
995,9/29/2024 16:50,7.69,69.3,
996,9/29/2024 16:55,7.7,69.3,
997,9/29/2024 17:00,7.7,69.3,
998,9/29/2024 17:05,7.7,69.3,
999,9/29/2024 17:10,7.68,69.26,
1000,9/29/2024 17:15,7.69,69.26,
1001,9/29/2024 17:20,7.68,69.26,
1002,9/29/2024 17:25,7.68,69.26,
1003,9/29/2024 17:30,7.68,69.26,
1004,9/29/2024 17:35,7.68,69.26,
1005,9/29/2024 17:40,7.68,69.26,
1006,9/29/2024 17:45,7.68,69.26,
1007,9/29/2024 17:50,7.67,69.26,
1008,9/29/2024 17:55,7.66,69.26,
1009,9/29/2024 18:00,7.65,69.26,
1010,9/29/2024 18:05,7.43,69.3,s
1011,9/29/2024 18:10,7.42,69.3,
1012,9/29/2024 18:15,7.42,69.3,
1013,9/29/2024 18:20,7.42,69.33,
1014,9/29/2024 18:25,7.4,69.33,
1015,9/29/2024 18:30,7.42,69.33,
1016,9/29/2024 18:35,7.4,69.33,
1017,9/29/2024 18:40,7.42,69.33,
1018,9/29/2024 18:45,7.4,69.33,
1019,9/29/2024 18:50,7.4,69.33,
1020,9/29/2024 18:55,7.4,69.33,
1021,9/29/2024 19:00,7.4,69.33,
1022,9/29/2024 19:05,7.4,69.33,
1023,9/29/2024 19:10,7.4,69.33,
1024,9/29/2024 19:15,7.39,69.33,
1025,9/29/2024 19:20,7.39,69.33,
1026,9/29/2024 19:25,7.39,69.33,
1027,9/29/2024 19:30,7.39,69.33,
1028,9/29/2024 19:35,7.4,69.33,
1029,9/29/2024 19:40,7.39,69.33,
1030,9/29/2024 19:45,7.39,69.33,
1031,9/29/2024 19:50,7.38,69.33,
1032,9/29/2024 19:55,7.39,69.33,
1033,9/29/2024 20:00,7.39,69.33,
1034,9/29/2024 20:05,7.38,69.33,
1035,9/29/2024 20:10,7.39,69.3,
1036,9/29/2024 20:15,7.38,69.3,
1037,9/29/2024 20:20,7.38,69.3,
1038,9/29/2024 20:25,7.38,69.3,
1039,9/29/2024 20:30,7.38,69.3,
1040,9/29/2024 20:35,7.38,69.3,
1041,9/29/2024 20:40,7.38,69.3,
1042,9/29/2024 20:45,7.38,69.3,
1043,9/29/2024 20:50,7.37,69.3,
1044,9/29/2024 20:55,7.37,69.3,
1045,9/29/2024 21:00,7.37,69.3,
1046,9/29/2024 21:05,7.36,69.26,
1047,9/29/2024 21:10,7.36,69.26,
1048,9/29/2024 21:15,7.36,69.26,
1049,9/29/2024 21:20,7.36,69.26,
1050,9/29/2024 21:25,7.37,69.26,
1051,9/29/2024 21:30,7.36,69.26,
1052,9/29/2024 21:35,7.37,69.26,
1053,9/29/2024 21:40,7.36,69.22,
1054,9/29/2024 21:45,7.35,69.22,
1055,9/29/2024 21:50,7.35,69.22,
1056,9/29/2024 21:55,7.35,69.22,
1057,9/29/2024 22:00,7.35,69.22,
1058,9/29/2024 22:05,7.35,69.22,
1059,9/29/2024 22:10,7.35,69.22,
1060,9/29/2024 22:15,7.36,69.22,
1061,9/29/2024 22:20,7.35,69.22,
1062,9/29/2024 22:25,7.35,69.22,
1063,9/29/2024 22:30,7.35,69.22,
1064,9/29/2024 22:35,7.34,69.22,
1065,9/29/2024 22:40,7.35,69.22,
1066,9/29/2024 22:45,7.36,69.22,
1067,9/29/2024 22:50,7.35,69.22,
1068,9/29/2024 22:55,7.35,69.19,
1069,9/29/2024 23:00,7.34,69.19,
1070,9/29/2024 23:05,7.35,69.19,
1071,9/29/2024 23:10,7.35,69.19,
1072,9/29/2024 23:15,7.35,69.19,
1073,9/29/2024 23:20,7.34,69.19,
1074,9/29/2024 23:25,7.34,69.19,
1075,9/29/2024 23:30,7.35,69.19,
1076,9/29/2024 23:35,7.35,69.19,
1077,9/29/2024 23:40,7.34,69.19,
1078,9/29/2024 23:45,7.34,69.19,
1079,9/29/2024 23:50,7.34,69.19,
1080,9/29/2024 23:55,7.33,69.19,
1081,9/30/2024 0:00,7.33,69.19,
1082,9/30/2024 0:05,7.6,69.15,s
1083,9/30/2024 0:10,7.6,69.15,
1084,9/30/2024 0:15,7.61,69.15,
1085,9/30/2024 0:20,7.6,69.12,
1086,9/30/2024 0:25,7.61,69.15,
1087,9/30/2024 0:30,7.6,69.15,
1088,9/30/2024 0:35,7.59,69.15,
1089,9/30/2024 0:40,7.59,69.15,
1090,9/30/2024 0:45,7.6,69.15,
1091,9/30/2024 0:50,7.6,69.15,
1092,9/30/2024 0:55,7.59,69.15,
1093,9/30/2024 1:00,7.59,69.15,
1094,9/30/2024 1:05,7.59,69.15,
1095,9/30/2024 1:10,7.58,69.15,
1096,9/30/2024 1:15,7.57,69.19,
1097,9/30/2024 1:20,7.58,69.19,
1098,9/30/2024 1:25,7.57,69.19,
1099,9/30/2024 1:30,7.57,69.19,
1100,9/30/2024 1:35,7.56,69.15,
1101,9/30/2024 1:40,7.56,69.15,
1102,9/30/2024 1:45,7.55,69.15,
1103,9/30/2024 1:50,7.53,69.12,
1104,9/30/2024 1:55,7.52,69.12,
1105,9/30/2024 2:00,7.47,69.12,
1106,9/30/2024 2:05,7.45,69.08,
1107,9/30/2024 2:10,7.45,69.08,
1108,9/30/2024 2:15,7.48,69.08,
1109,9/30/2024 2:20,7.49,69.08,
1110,9/30/2024 2:25,7.46,69.04,
1111,9/30/2024 2:30,7.48,69.04,
1112,9/30/2024 2:35,7.45,69.04,
1113,9/30/2024 2:40,7.45,69.04,
1114,9/30/2024 2:45,7.44,69.04,
1115,9/30/2024 2:50,7.48,69.04,
1116,9/30/2024 2:55,7.48,69.01,
1117,9/30/2024 3:00,7.49,69.01,
1118,9/30/2024 3:05,7.5,69.01,
1119,9/30/2024 3:10,7.5,69.01,
1120,9/30/2024 3:15,7.49,69.01,
1121,9/30/2024 3:20,7.48,69.01,
1122,9/30/2024 3:25,7.49,69.01,
1123,9/30/2024 3:30,7.47,69.01,
1124,9/30/2024 3:35,7.46,69.01,
1125,9/30/2024 3:40,7.48,69.01,
1126,9/30/2024 3:45,7.46,68.97,
1127,9/30/2024 3:50,7.47,69.01,
1128,9/30/2024 3:55,7.46,69.01,
1129,9/30/2024 4:00,7.44,69.01,
1130,9/30/2024 4:05,7.44,69.01,
1131,9/30/2024 4:10,7.46,69.01,
1132,9/30/2024 4:15,7.46,69.01,
1133,9/30/2024 4:20,7.46,69.01,
1134,9/30/2024 4:25,7.46,69.01,
1135,9/30/2024 4:30,7.45,69.01,
1136,9/30/2024 4:35,7.45,69.01,
1137,9/30/2024 4:40,7.46,69.01,
1138,9/30/2024 4:45,7.46,69.01,
1139,9/30/2024 4:50,7.45,69.01,
1140,9/30/2024 4:55,7.45,69.01,
1141,9/30/2024 5:00,7.44,69.01,
1142,9/30/2024 5:05,7.44,69.01,
1143,9/30/2024 5:10,7.44,69.01,
1144,9/30/2024 5:15,7.45,69.04,
1145,9/30/2024 5:20,7.44,69.04,
1146,9/30/2024 5:25,7.44,69.04,
1147,9/30/2024 5:30,7.44,69.04,
1148,9/30/2024 5:35,7.44,69.04,
1149,9/30/2024 5:40,7.43,69.04,
1150,9/30/2024 5:45,7.43,69.04,
1151,9/30/2024 5:50,7.44,69.04,
1152,9/30/2024 5:55,7.43,69.04,
1153,9/30/2024 6:00,7.44,69.04,
1154,9/30/2024 6:05,7.4,69.04,s
1155,9/30/2024 6:10,7.4,69.04,
1156,9/30/2024 6:15,7.4,69.08,
1157,9/30/2024 6:20,7.4,69.08,
1158,9/30/2024 6:25,7.4,69.08,
1159,9/30/2024 6:30,7.4,69.08,
1160,9/30/2024 6:35,7.39,69.08,
1161,9/30/2024 6:40,7.4,69.08,
1162,9/30/2024 6:45,7.39,69.08,
1163,9/30/2024 6:50,7.39,69.08,
1164,9/30/2024 6:55,7.39,69.08,
1165,9/30/2024 7:00,7.39,69.08,
1166,9/30/2024 7:05,7.39,69.04,
1167,9/30/2024 7:10,7.39,69.04,
1168,9/30/2024 7:15,7.39,69.04,
1169,9/30/2024 7:20,7.39,69.04,
1170,9/30/2024 7:25,7.38,69.04,
1171,9/30/2024 7:30,7.38,69.04,
1172,9/30/2024 7:35,7.36,69.04,
1173,9/30/2024 7:40,7.37,69.04,
1174,9/30/2024 7:45,7.34,69.04,
1175,9/30/2024 7:50,7.35,69.04,
1176,9/30/2024 7:55,7.29,69.04,
1177,9/30/2024 8:00,7.28,69.04,
1178,9/30/2024 8:05,7.27,69.01,
1179,9/30/2024 8:10,7.28,69.01,
1180,9/30/2024 8:15,7.31,69.01,
1181,9/30/2024 8:20,7.31,69.01,
1182,9/30/2024 8:25,7.29,69.01,
1183,9/30/2024 8:30,7.32,69.01,
1184,9/30/2024 8:35,7.31,69.01,
1185,9/30/2024 8:40,7.29,68.97,
1186,9/30/2024 8:45,7.29,68.97,
1187,9/30/2024 8:50,7.28,68.97,
1188,9/30/2024 8:55,7.26,68.97,
1189,9/30/2024 9:00,7.28,68.97,
1190,9/30/2024 9:05,7.28,68.94,
1191,9/30/2024 9:10,7.28,68.94,
1192,9/30/2024 9:15,7.28,68.94,
1193,9/30/2024 9:20,7.28,68.94,
1194,9/30/2024 9:25,7.27,68.94,
1195,9/30/2024 9:30,7.27,68.94,
1196,9/30/2024 9:35,7.27,68.94,
1197,9/30/2024 9:40,7.27,68.94,
1198,9/30/2024 9:45,7.27,68.9,
1199,9/30/2024 9:50,7.25,68.9,
1200,9/30/2024 9:55,7.25,68.9,
1201,9/30/2024 10:00,7.23,68.9,
1202,9/30/2024 10:05,7.24,68.9,
1203,9/30/2024 10:10,7.24,68.9,
1204,9/30/2024 10:15,7.26,68.86,
1205,9/30/2024 10:20,7.25,68.86,
1206,9/30/2024 10:25,7.25,68.86,
1207,9/30/2024 10:30,7.24,68.83,
1208,9/30/2024 10:35,7.24,68.86,
1209,9/30/2024 10:40,7.24,68.86,
1210,9/30/2024 10:45,7.24,68.86,
1211,9/30/2024 10:50,7.23,68.86,
1212,9/30/2024 10:55,7.23,68.86,
1213,9/30/2024 11:00,7.22,68.9,
1214,9/30/2024 11:05,7.22,68.9,
1215,9/30/2024 11:10,7.22,68.9,
1216,9/30/2024 11:15,7.21,68.9,
1217,9/30/2024 11:20,7.21,68.9,
1218,9/30/2024 11:25,7.21,68.9,
1219,9/30/2024 11:30,7.2,68.94,
1220,9/30/2024 11:35,7.2,68.94,
1221,9/30/2024 11:40,7.18,68.94,
1222,9/30/2024 11:45,7.17,68.94,
1223,9/30/2024 11:50,7.17,68.94,
1224,9/30/2024 11:55,7.16,68.97,
1225,9/30/2024 12:00,7.17,68.97,
1226,9/30/2024 12:05,7.74,69.08,s
1227,9/30/2024 12:10,7.74,69.12,
1228,9/30/2024 12:15,7.74,69.15,
1229,9/30/2024 12:20,7.72,69.15,
1230,9/30/2024 12:25,7.72,69.15,
1231,9/30/2024 12:30,7.74,69.15,
1232,9/30/2024 12:35,7.72,69.15,
1233,9/30/2024 12:40,7.71,69.15,
1234,9/30/2024 12:45,7.72,69.15,
1235,9/30/2024 12:50,7.71,69.15,
1236,9/30/2024 12:55,7.71,69.15,
1237,9/30/2024 13:00,7.71,69.15,
1238,9/30/2024 13:05,7.71,69.15,
1239,9/30/2024 13:10,7.71,69.12,
1240,9/30/2024 13:15,7.71,69.12,
1241,9/30/2024 13:20,7.71,69.12,
1242,9/30/2024 13:25,7.7,69.12,
1243,9/30/2024 13:30,7.7,69.12,
1244,9/30/2024 13:35,7.7,69.12,
1245,9/30/2024 13:40,7.7,69.12,
1246,9/30/2024 13:45,7.68,69.12,
1247,9/30/2024 13:50,7.7,69.12,
1248,9/30/2024 13:55,7.69,69.12,
1249,9/30/2024 14:00,7.67,69.12,
1250,9/30/2024 14:05,7.67,69.12,
1251,9/30/2024 14:10,7.64,69.12,
1252,9/30/2024 14:15,7.61,69.12,
1253,9/30/2024 14:20,7.63,69.15,
1254,9/30/2024 14:25,7.61,69.15,
1255,9/30/2024 14:30,7.65,69.15,
1256,9/30/2024 14:35,7.65,69.19,
1257,9/30/2024 14:40,7.67,69.19,
1258,9/30/2024 14:45,7.68,69.19,
1259,9/30/2024 14:50,7.66,69.19,
1260,9/30/2024 14:55,7.66,69.19,
1261,9/30/2024 15:00,7.66,69.22,
1262,9/30/2024 15:05,7.66,69.22,
1263,9/30/2024 15:10,7.65,69.22,
1264,9/30/2024 15:15,7.65,69.22,
1265,9/30/2024 15:20,7.65,69.22,
1266,9/30/2024 15:25,7.65,69.22,
1267,9/30/2024 15:30,7.65,69.22,
1268,9/30/2024 15:35,7.64,69.22,
1269,9/30/2024 15:40,7.63,69.26,
1270,9/30/2024 15:45,7.64,69.26,
1271,9/30/2024 15:50,7.64,69.26,
1272,9/30/2024 15:55,7.64,69.26,
1273,9/30/2024 16:00,7.64,69.26,
1274,9/30/2024 16:05,7.64,69.26,
1275,9/30/2024 16:10,7.64,69.26,
1276,9/30/2024 16:15,7.64,69.26,
1277,9/30/2024 16:20,7.64,69.26,
1278,9/30/2024 16:25,7.63,69.26,
1279,9/30/2024 16:30,7.63,69.26,
1280,9/30/2024 16:35,7.63,69.26,
1281,9/30/2024 16:40,7.64,69.26,
1282,9/30/2024 16:45,7.63,69.26,
1283,9/30/2024 16:50,7.63,69.26,
1284,9/30/2024 16:55,7.63,69.26,
1285,9/30/2024 17:00,7.63,69.26,
1286,9/30/2024 17:05,7.63,69.26,
1287,9/30/2024 17:10,7.6,69.26,
1288,9/30/2024 17:15,7.61,69.3,
1289,9/30/2024 17:20,7.6,69.3,
1290,9/30/2024 17:25,7.59,69.3,
1291,9/30/2024 17:30,7.6,69.3,
1292,9/30/2024 17:35,7.6,69.3,
1293,9/30/2024 17:40,7.6,69.3,
1294,9/30/2024 17:45,7.6,69.3,
1295,9/30/2024 17:50,7.6,69.3,
1296,9/30/2024 17:55,7.6,69.3,
1297,9/30/2024 18:00,7.6,69.3,
1298,9/30/2024 18:05,7.57,69.3,s
1299,9/30/2024 18:10,7.57,69.3,
1300,9/30/2024 18:15,7.57,69.3,
1301,9/30/2024 18:20,7.57,69.3,
1302,9/30/2024 18:25,7.57,69.3,
1303,9/30/2024 18:30,7.56,69.3,
1304,9/30/2024 18:35,7.56,69.3,
1305,9/30/2024 18:40,7.56,69.3,
1306,9/30/2024 18:45,7.56,69.3,
1307,9/30/2024 18:50,7.56,69.3,
1308,9/30/2024 18:55,7.56,69.3,
1309,9/30/2024 19:00,7.56,69.3,
1310,9/30/2024 19:05,7.56,69.3,
1311,9/30/2024 19:10,7.55,69.3,
1312,9/30/2024 19:15,7.55,69.3,
1313,9/30/2024 19:20,7.55,69.3,
1314,9/30/2024 19:25,7.54,69.3,
1315,9/30/2024 19:30,7.55,69.3,
1316,9/30/2024 19:35,7.55,69.3,
1317,9/30/2024 19:40,7.55,69.3,
1318,9/30/2024 19:45,7.54,69.3,
1319,9/30/2024 19:50,7.54,69.3,
1320,9/30/2024 19:55,7.54,69.3,
1321,9/30/2024 20:00,7.55,69.3,
1322,9/30/2024 20:05,7.54,69.3,
1323,9/30/2024 20:10,7.54,69.26,
1324,9/30/2024 20:15,7.54,69.26,
1325,9/30/2024 20:20,7.54,69.26,
1326,9/30/2024 20:25,7.53,69.26,
1327,9/30/2024 20:30,7.53,69.26,
1328,9/30/2024 20:35,7.53,69.26,
1329,9/30/2024 20:40,7.53,69.26,
1330,9/30/2024 20:45,7.52,69.26,
1331,9/30/2024 20:50,7.52,69.26,
1332,9/30/2024 20:55,7.52,69.26,
1333,9/30/2024 21:00,7.53,69.26,
1334,9/30/2024 21:05,7.52,69.26,
1335,9/30/2024 21:10,7.52,69.22,
1336,9/30/2024 21:15,7.5,69.22,
1337,9/30/2024 21:20,7.49,69.22,
1338,9/30/2024 21:25,7.49,69.22,
1339,9/30/2024 21:30,7.49,69.22,
1340,9/30/2024 21:35,7.48,69.19,
1341,9/30/2024 21:40,7.48,69.19,
1342,9/30/2024 21:45,7.49,69.19,
1343,9/30/2024 21:50,7.48,69.15,
1344,9/30/2024 21:55,7.48,69.15,
1345,9/30/2024 22:00,7.47,69.15,
1346,9/30/2024 22:05,7.47,69.15,
1347,9/30/2024 22:10,7.45,69.12,
1348,9/30/2024 22:15,7.43,69.12,
1349,9/30/2024 22:20,7.42,69.12,
1350,9/30/2024 22:25,7.43,69.12,
1351,9/30/2024 22:30,7.45,69.12,
1352,9/30/2024 22:35,7.46,69.12,
1353,9/30/2024 22:40,7.45,69.08,
1354,9/30/2024 22:45,7.44,69.08,
1355,9/30/2024 22:50,7.44,69.08,
1356,9/30/2024 22:55,7.43,69.08,
1357,9/30/2024 23:00,7.43,69.08,
1358,9/30/2024 23:05,7.43,69.04,
1359,9/30/2024 23:10,7.43,69.04,
1360,9/30/2024 23:15,7.42,69.04,
1361,9/30/2024 23:20,7.42,69.04,
1362,9/30/2024 23:25,7.42,69.01,
1363,9/30/2024 23:30,7.42,69.01,
1364,9/30/2024 23:35,7.42,69.01,
1365,9/30/2024 23:40,7.42,69.01,
1366,9/30/2024 23:45,7.4,68.97,
1367,9/30/2024 23:50,7.4,68.97,
1368,9/30/2024 23:55,7.4,68.97,
1369,10/1/2024 0:00,7.4,68.97,
1370,10/1/2024 0:05,7.63,68.94,s
1371,10/1/2024 0:10,7.64,68.9,
1372,10/1/2024 0:15,7.63,68.9,
1373,10/1/2024 0:20,7.63,68.9,
1374,10/1/2024 0:25,7.64,68.9,
1375,10/1/2024 0:30,7.63,68.9,
1376,10/1/2024 0:35,7.61,68.9,
1377,10/1/2024 0:40,7.61,68.9,
1378,10/1/2024 0:45,7.61,68.9,
1379,10/1/2024 0:50,7.61,68.86,
1380,10/1/2024 0:55,7.63,68.86,
1381,10/1/2024 1:00,7.61,68.86,
1382,10/1/2024 1:05,7.61,68.86,
1383,10/1/2024 1:10,7.61,68.86,
1384,10/1/2024 1:15,7.61,68.86,
1385,10/1/2024 1:20,7.61,68.86,
1386,10/1/2024 1:25,7.61,68.86,
1387,10/1/2024 1:30,7.61,68.86,
1388,10/1/2024 1:35,7.6,68.86,
1389,10/1/2024 1:40,7.6,68.86,
1390,10/1/2024 1:45,7.6,68.86,
1391,10/1/2024 1:50,7.6,68.86,
1392,10/1/2024 1:55,7.6,68.86,
1393,10/1/2024 2:00,7.59,68.86,
1394,10/1/2024 2:05,7.59,68.86,
1395,10/1/2024 2:10,7.56,68.86,
1396,10/1/2024 2:15,7.53,68.86,
1397,10/1/2024 2:20,7.48,68.86,
1398,10/1/2024 2:25,7.56,68.86,
1399,10/1/2024 2:30,7.53,68.86,
1400,10/1/2024 2:35,7.54,68.86,
1401,10/1/2024 2:40,7.53,68.86,
1402,10/1/2024 2:45,7.5,68.86,
1403,10/1/2024 2:50,7.45,68.86,
1404,10/1/2024 2:55,7.5,68.86,
1405,10/1/2024 3:00,7.49,68.86,
1406,10/1/2024 3:05,7.48,68.86,
1407,10/1/2024 3:10,7.5,68.86,
1408,10/1/2024 3:15,7.5,68.86,
1409,10/1/2024 3:20,7.5,68.86,
1410,10/1/2024 3:25,7.52,68.86,
1411,10/1/2024 3:30,7.5,68.86,
1412,10/1/2024 3:35,7.5,68.86,
1413,10/1/2024 3:40,7.49,68.86,
1414,10/1/2024 3:45,7.53,68.86,
1415,10/1/2024 3:50,7.54,68.86,
1416,10/1/2024 3:55,7.53,68.83,
1417,10/1/2024 4:00,7.47,68.83,
1418,10/1/2024 4:05,7.42,68.83,
1419,10/1/2024 4:10,7.43,68.83,
1420,10/1/2024 4:15,7.39,68.83,
1421,10/1/2024 4:20,7.42,68.83,
1422,10/1/2024 4:25,7.45,68.83,
1423,10/1/2024 4:30,7.45,68.83,
1424,10/1/2024 4:35,7.45,68.83,
1425,10/1/2024 4:40,7.46,68.83,
1426,10/1/2024 4:45,7.46,68.83,
1427,10/1/2024 4:50,7.44,68.83,
1428,10/1/2024 4:55,7.44,68.83,
1429,10/1/2024 5:00,7.46,68.83,
1430,10/1/2024 5:05,7.46,68.83,
1431,10/1/2024 5:10,7.46,68.83,
1432,10/1/2024 5:15,7.46,68.83,
1433,10/1/2024 5:20,7.43,68.83,
1434,10/1/2024 5:25,7.42,68.83,
1435,10/1/2024 5:30,7.38,68.83,
1436,10/1/2024 5:35,7.38,68.83,
1437,10/1/2024 5:40,7.39,68.79,
1438,10/1/2024 5:45,7.4,68.79,
1439,10/1/2024 5:50,7.4,68.79,
1440,10/1/2024 5:55,7.39,68.79,
1441,10/1/2024 6:00,7.39,68.79,
1442,10/1/2024 6:05,7.44,68.79,s
1443,10/1/2024 6:10,7.44,68.79,
1444,10/1/2024 6:15,7.44,68.76,
1445,10/1/2024 6:20,7.44,68.76,
1446,10/1/2024 6:25,7.43,68.79,
1447,10/1/2024 6:30,7.43,68.79,
1448,10/1/2024 6:35,7.43,68.76,
1449,10/1/2024 6:40,7.43,68.79,
1450,10/1/2024 6:45,7.43,68.79,
1451,10/1/2024 6:50,7.43,68.79,
1452,10/1/2024 6:55,7.43,68.79,
1453,10/1/2024 7:00,7.43,68.79,
1454,10/1/2024 7:05,7.43,68.79,
1455,10/1/2024 7:10,7.43,68.79,
1456,10/1/2024 7:15,7.42,68.79,
1457,10/1/2024 7:20,7.42,68.79,
1458,10/1/2024 7:25,7.42,68.79,
1459,10/1/2024 7:30,7.42,68.79,
1460,10/1/2024 7:35,7.43,68.79,
1461,10/1/2024 7:40,7.42,68.79,
1462,10/1/2024 7:45,7.42,68.79,
1463,10/1/2024 7:50,7.4,68.79,
1464,10/1/2024 7:55,7.39,68.79,
1465,10/1/2024 8:00,7.39,68.79,
1466,10/1/2024 8:05,7.37,68.79,
1467,10/1/2024 8:10,7.36,68.79,
1468,10/1/2024 8:15,7.35,68.79,
1469,10/1/2024 8:20,7.35,68.79,
1470,10/1/2024 8:25,7.35,68.76,
1471,10/1/2024 8:30,7.35,68.76,
1472,10/1/2024 8:35,7.34,68.76,
1473,10/1/2024 8:40,7.34,68.76,
1474,10/1/2024 8:45,7.33,68.76,
1475,10/1/2024 8:50,7.33,68.76,
1476,10/1/2024 8:55,7.32,68.76,
1477,10/1/2024 9:00,7.32,68.72,
1478,10/1/2024 9:05,7.32,68.72,
1479,10/1/2024 9:10,7.31,68.72,
1480,10/1/2024 9:15,7.31,68.72,
1481,10/1/2024 9:20,7.31,68.72,
1482,10/1/2024 9:25,7.31,68.72,
1483,10/1/2024 9:30,7.29,68.72,
1484,10/1/2024 9:35,7.31,68.72,
1485,10/1/2024 9:40,7.29,68.68,
1486,10/1/2024 9:45,7.29,68.68,
1487,10/1/2024 9:50,7.29,68.68,
1488,10/1/2024 9:55,7.29,68.68,
1489,10/1/2024 10:00,7.28,68.68,
1490,10/1/2024 10:05,7.27,68.68,
1491,10/1/2024 10:10,7.27,68.68,
1492,10/1/2024 10:15,7.27,68.68,
1493,10/1/2024 10:20,7.26,68.68,
1494,10/1/2024 10:25,7.26,68.68,
1495,10/1/2024 10:30,7.26,68.68,
1496,10/1/2024 10:35,7.25,68.68,
1497,10/1/2024 10:40,7.25,68.68,
1498,10/1/2024 10:45,7.25,68.68,
1499,10/1/2024 10:50,7.24,68.68,
1500,10/1/2024 10:55,7.24,68.65,
1501,10/1/2024 11:00,7.23,68.65,
1502,10/1/2024 11:05,7.23,68.65,
1503,10/1/2024 11:10,7.23,68.65,
1504,10/1/2024 11:15,7.23,68.65,
1505,10/1/2024 11:20,7.22,68.65,
1506,10/1/2024 11:25,7.21,68.65,
1507,10/1/2024 11:30,7.21,68.65,
1508,10/1/2024 11:35,7.22,68.61,
1509,10/1/2024 11:40,7.22,68.61,
1510,10/1/2024 11:45,7.22,68.61,
1511,10/1/2024 11:50,7.22,68.61,
1512,10/1/2024 11:55,7.21,68.58,
1513,10/1/2024 12:00,7.21,68.58,
1514,10/1/2024 12:05,7.98,68.58,s
1515,10/1/2024 12:10,7.98,68.58,
1516,10/1/2024 12:15,7.98,68.58,
1517,10/1/2024 12:20,7.98,68.58,
1518,10/1/2024 12:25,7.98,68.58,
1519,10/1/2024 12:30,7.98,68.58,
1520,10/1/2024 12:35,7.98,68.58,
1521,10/1/2024 12:40,7.97,68.58,
1522,10/1/2024 12:45,7.98,68.58,
1523,10/1/2024 12:50,7.97,68.58,
1524,10/1/2024 12:55,7.97,68.58,
1525,10/1/2024 13:00,7.97,68.58,
1526,10/1/2024 13:05,7.96,68.58,
1527,10/1/2024 13:10,7.96,68.58,
1528,10/1/2024 13:15,7.96,68.58,
1529,10/1/2024 13:20,7.96,68.58,
1530,10/1/2024 13:25,7.96,68.58,
1531,10/1/2024 13:30,7.96,68.61,
1532,10/1/2024 13:35,7.95,68.61,
1533,10/1/2024 13:40,7.95,68.61,
1534,10/1/2024 13:45,7.95,68.61,
1535,10/1/2024 13:50,7.95,68.61,
1536,10/1/2024 13:55,7.95,68.61,
1537,10/1/2024 14:00,7.95,68.61,
1538,10/1/2024 14:05,7.93,68.61,
1539,10/1/2024 14:10,7.95,68.61,
1540,10/1/2024 14:15,7.92,68.61,
1541,10/1/2024 14:20,7.93,68.61,
1542,10/1/2024 14:25,7.92,68.61,
1543,10/1/2024 14:30,7.92,68.61,
1544,10/1/2024 14:35,7.92,68.61,
1545,10/1/2024 14:40,7.92,68.61,
1546,10/1/2024 14:45,7.92,68.61,
1547,10/1/2024 14:50,7.92,68.61,
1548,10/1/2024 14:55,7.88,68.65,
1549,10/1/2024 15:00,7.82,68.65,
1550,10/1/2024 15:05,7.81,68.65,
1551,10/1/2024 15:10,7.79,68.65,
1552,10/1/2024 15:15,7.78,68.65,
1553,10/1/2024 15:20,7.77,68.65,
1554,10/1/2024 15:25,7.84,68.65,
1555,10/1/2024 15:30,7.84,68.65,
1556,10/1/2024 15:35,7.89,68.65,
1557,10/1/2024 15:40,7.86,68.65,
1558,10/1/2024 15:45,7.85,68.68,
1559,10/1/2024 15:50,7.84,68.68,
1560,10/1/2024 15:55,7.84,68.68,
1561,10/1/2024 16:00,7.84,68.68,
1562,10/1/2024 16:05,7.84,68.68,
1563,10/1/2024 16:10,7.84,68.68,
1564,10/1/2024 16:15,7.84,68.68,
1565,10/1/2024 16:20,7.84,68.68,
1566,10/1/2024 16:25,7.82,68.68,
1567,10/1/2024 16:30,7.81,68.68,
1568,10/1/2024 16:35,7.82,68.68,
1569,10/1/2024 16:40,7.82,68.68,
1570,10/1/2024 16:45,7.82,68.68,
1571,10/1/2024 16:50,7.81,68.68,
1572,10/1/2024 16:55,7.81,68.68,
1573,10/1/2024 17:00,7.81,68.68,
1574,10/1/2024 17:05,7.81,68.68,
1575,10/1/2024 17:10,7.81,68.68,
1576,10/1/2024 17:15,7.81,68.68,
1577,10/1/2024 17:20,7.78,68.68,
1578,10/1/2024 17:25,7.78,68.68,
1579,10/1/2024 17:30,7.78,68.72,
1580,10/1/2024 17:35,7.77,68.72,
1581,10/1/2024 17:40,7.78,68.72,
1582,10/1/2024 17:45,7.76,68.72,
1583,10/1/2024 17:50,7.78,68.72,
1584,10/1/2024 17:55,7.78,68.72,
1585,10/1/2024 18:00,7.8,68.72,
1586,10/1/2024 18:05,7.8,68.79,s
1587,10/1/2024 18:10,7.8,68.79,
1588,10/1/2024 18:15,7.8,68.83,
1589,10/1/2024 18:20,7.8,68.83,
1590,10/1/2024 18:25,7.79,68.83,
1591,10/1/2024 18:30,7.79,68.83,
1592,10/1/2024 18:35,7.79,68.83,
1593,10/1/2024 18:40,7.79,68.83,
1594,10/1/2024 18:45,7.78,68.83,
1595,10/1/2024 18:50,7.79,68.83,
1596,10/1/2024 18:55,7.79,68.83,
1597,10/1/2024 19:00,7.78,68.83,
1598,10/1/2024 19:05,7.78,68.83,
1599,10/1/2024 19:10,7.78,68.79,
1600,10/1/2024 19:15,7.78,68.79,
1601,10/1/2024 19:20,7.78,68.79,
